global_covid_metrics2022_H1
Country,Date,Confirmed Cases,Confirmed Deaths,Population
Afghanistan,2022-01-01,158107,7356,38928341
Albania,2022-01-01,210224,3217,2877800
Algeria,2022-01-01,218818,6284,43851043
American Samoa,2022-01-01,11,0,55197
Andorra,2022-01-01,23740,140,77265
Angola,2022-01-01,82398,1772,32866268
Anguilla,2022-01-01,1674,5,15002
Antarctica,2022-01-01,11,0,
Antigua and Barbuda,2022-01-01,4283,119,97928
Argentina,2022-01-01,5674428,117181,45195777
Armenia,2022-01-01,344980,7975,2963234
Aruba,2022-01-01,20982,181,106766
Australia,2022-01-01,462955,2257,25499881
Austria,2022-01-01,1274628,16845,9006400
Azerbaijan,2022-01-01,617311,8365,10139175
Bahamas,2022-01-01,24476,717,393248
Bahrain,2022-01-01,282677,1394,1701583
Bangladesh,2022-01-01,1585909,28076,164689383
Barbados,2022-01-01,28810,262,287371
Belarus,2022-01-01,700421,5594,9449321
Belgium,2022-01-01,2105343,28331,11589616
Belize,2022-01-01,32840,602,397621
Benin,2022-01-01,24935,161,12123198
Bermuda,2022-01-01,6420,110,62273
Bhutan,2022-01-01,2660,3,771612
Bolivia,2022-01-01,599753,19680,11673029
Bosnia and Herzegovina,2022-01-01,291313,13442,3280815
Botswana,2022-01-01,219509,2444,2351625
Brazil,2022-01-01,22295621,619367,212559409
British Virgin Islands,2022-01-01,3492,39,30237
Brunei,2022-01-01,15470,98,437483
Bulgaria,2022-01-01,748184,30983,6948445
Burkina Faso,2022-01-01,17632,318,20903278
Burundi,2022-01-01,27366,38,11890781
Cambodia,2022-01-01,120507,3012,16718971
Cameroon,2022-01-01,109367,1851,26545864
Canada,2022-01-01,2256747,30616,37742157
Cape Verde,2022-01-01,42463,352,555988
"Bonaire, Sint Eustatius and Saba",2022-01-01,3429,23,26221
Cayman Islands,2022-01-01,8943,12,65720
Central African Republic,2022-01-01,12163,101,4829764
Chad,2022-01-01,6183,184,16425859
Channel Islands,2022-01-01,0,0,173859
Chile,2022-01-01,1808398,39140,19116209
China,2022-01-01,145182,5699,1471286879
Colombia,2022-01-01,5169855,129986,50882884
Comoros,2022-01-01,6688,157,869595
Congo (Brazzaville),2022-01-01,20089,367,5518092
Congo (Kinshasa),2022-01-01,74793,1205,89561404
Cook Islands,2022-01-01,2,0,17564
Costa Rica,2022-01-01,570556,7353,5094114
Cote d'Ivoire,2022-01-01,71815,718,26378275
Croatia,2022-01-01,720538,12571,4105268
Cuba,2022-01-01,966473,8323,11326616
Curacao,2022-01-01,22141,189,164100
Cyprus,2022-01-01,169159,638,1207361
Czechia,2022-01-01,2480736,36182,10708982
Denmark,2022-01-01,823282,3272,5792203
Djibouti,2022-01-01,13668,189,988002
Dominica,2022-01-01,6862,47,71991
Dominican Republic,2022-01-01,419927,4247,10847904
Ecuador,2022-01-01,551620,33682,17643060
Egypt,2022-01-01,386358,21768,102334403
El Salvador,2022-01-01,121945,3824,6486201
Equatorial Guinea,2022-01-01,13710,175,1402985
Eritrea,2022-01-01,8026,76,3546427
Estonia,2022-01-01,242123,1938,1326539
Eswatini,2022-01-01,66241,1308,1160164
Ethiopia,2022-01-01,424340,6947,114963583
Falkland Islands,2022-01-01,83,0,3483
Faroe Islands,2022-01-01,6081,14,48865
Fiji,2022-01-01,54147,700,896444
Finland,2022-01-01,277700,1728,5540718
France,2022-01-01,9980940,121311,65273512
French Guiana,2022-01-01,47631,338,298682
French Polynesia,2022-01-01,46382,636,280904
Gabon,2022-01-01,41798,288,2225728
Gambia,2022-01-01,10170,343,2416664
Georgia,2022-01-01,936844,13860,3989175
Germany,2022-01-01,7176814,112109,83783945
Ghana,2022-01-01,143997,1298,31072945
Gibraltar,2022-01-01,8794,100,33691
Greece,2022-01-01,1240862,20849,10423056
Greenland,2022-01-01,2611,1,56772
Grenada,2022-01-01,6299,200,112519
Guadeloupe,2022-01-01,55795,831,400127
Guam,2022-01-01,19618,270,168783
Guatemala,2022-01-01,628589,16108,17915567
Guernsey,2022-01-01,8081,24,
Guinea,2022-01-01,32448,391,13132792
Guinea-Bissau,2022-01-01,6484,149,1967998
Guyana,2022-01-01,39779,1054,786559
Haiti,2022-01-01,25985,766,11402533
Honduras,2022-01-01,379402,10433,9904608
Hungary,2022-01-01,1256415,39186,9660350
Iceland,2022-01-01,27059,37,341250
India,2022-01-01,34889132,481770,1380004385
Indonesia,2022-01-01,4262994,144096,273523621
Iran,2022-01-01,6195403,131639,83992953
Iraq,2022-01-01,2093891,24163,40222503
Ireland,2022-01-01,811840,5912,4937796
Isle of Man,2022-01-01,13695,67,85032
Israel,2022-01-01,1390053,8244,8655541
Italy,2022-01-01,6266939,137513,60461828
Jamaica,2022-01-01,94649,2476,2961161
Japan,2022-01-01,1734329,18402,126476458
Jersey,2022-01-01,19428,89,
Jordan,2022-01-01,1064277,12684,10203140
Kazakhstan,2022-01-01,1072999,18211,18776707
Kenya,2022-01-01,297155,5381,53771300
Kiribati,2022-01-01,2,0,119446
Kosovo,2022-01-01,161531,2991,1935259
Kuwait,2022-01-01,417723,2468,4270563
Kyrgyzstan,2022-01-01,184748,2802,6524191
Laos,2022-01-01,112083,374,7275556
Latvia,2022-01-01,276841,4577,1886202
Lebanon,2022-01-01,731288,9136,6825442
Lesotho,2022-01-01,29652,671,2142252
Liberia,2022-01-01,6278,287,5057677
Libya,2022-01-01,388734,5710,6871287
Liechtenstein,2022-01-01,6167,69,38137
Lithuania,2022-01-01,526628,7412,2722291
Luxembourg,2022-01-01,103766,915,625976
Madagascar,2022-01-01,50279,1027,27691019
Malawi,2022-01-01,75828,2368,19129955
Malaysia,2022-01-01,2761472,31513,32365998
Maldives,2022-01-01,95891,262,540542
Mali,2022-01-01,21378,668,20250834
Malta,2022-01-01,53503,477,441539
Marshall Islands,2022-01-01,4,0,59194
Martinique,2022-01-01,48123,777,375265
Mauritania,2022-01-01,41867,870,4649660
Mauritius,2022-01-01,68552,786,1271767
Mayotte,2022-01-01,21911,185,272813
Mexico,2022-01-01,3988916,299525,128932753
Micronesia,2022-01-01,1,0,115021
Moldova,2022-01-01,376434,10284,4033963
Monaco,2022-01-01,4985,39,39244
Mongolia,2022-01-01,693119,2060,3278292
Montenegro,2022-01-01,171873,2414,628062
Montserrat,2022-01-01,50,1,4999
Morocco,2022-01-01,965420,14851,36910558
Mozambique,2022-01-01,191722,2012,31255435
Burma,2022-01-01,530946,19272,54409794
Namibia,2022-01-01,148839,3645,2540916
Nepal,2022-01-01,828773,11594,29136808
Netherlands,2022-01-01,3165793,20951,17134873
New Caledonia,2022-01-01,12826,281,285491
New Zealand,2022-01-01,14255,51,4822233
Nicaragua,2022-01-01,13563,217,6624554
Niger,2022-01-01,7438,276,24206636
Nigeria,2022-01-01,242877,3033,206139587
North Korea,2022-01-01,0,0,25778815
North Macedonia,2022-01-01,225484,7969,2083380
Northern Mariana Islands,2022-01-01,3287,14,57557
Norway,2022-01-01,396415,1305,5421242
Oman,2022-01-01,305489,4116,5106622
Pakistan,2022-01-01,1296527,28941,220892331
Palau,2022-01-01,12,0,18092
West Bank and Gaza,2022-01-01,469748,4919,5101416
Panama,2022-01-01,497808,7430,4314768
Papua New Guinea,2022-01-01,36158,590,8947027
Paraguay,2022-01-01,466101,16624,7132530
Peru,2022-01-01,2301177,202741,32971846
Philippines,2022-01-01,2847486,51545,109581085
Poland,2022-01-01,4120248,97559,37846605
Portugal,2022-01-01,1412936,18976,10196707
Puerto Rico,2022-01-01,272724,3308,2860840
Qatar,2022-01-01,251361,618,2881060
Reunion,2022-01-01,76602,409,895308
Romania,2022-01-01,1810342,58779,19237682
Russia,2022-01-01,10340011,303496,145934460
Rwanda,2022-01-01,112654,1351,12952209
St. Martin (French part),2022-01-01,4250,58,38659
Samoa,2022-01-01,3,0,198410
San Marino,2022-01-01,8202,100,33938
São Tomé and Príncipe,2022-01-01,3903,57,219161
Saudi Arabia,2022-01-01,557082,8878,34813867
Senegal,2022-01-01,75337,1890,16743930
Serbia,2022-01-01,1300949,12739,6802111
Seychelles,2022-01-01,24788,134,98340
Sierra Leone,2022-01-01,7114,123,7976985
Singapore,2022-01-01,279861,829,5850343
Sint Maarten,2022-01-01,5301,75,42882
Slovakia,2022-01-01,1374354,16665,5459643
Slovenia,2022-01-01,465711,5597,2078932
Solomon Islands,2022-01-01,24,0,686878
Somalia,2022-01-01,23532,1333,15893219
South Africa,2022-01-01,3468079,91198,59308690
South Korea,2022-01-01,639083,5694,51269183
South Sudan,2022-01-01,15242,135,11193729
Spain,2022-01-01,6294745,89405,46754783
Sri Lanka,2022-01-01,587596,14997,21413250
St. Barthelemy,2022-01-01,1895,6,9885
St. Helena,2022-01-01,4,0,6071
St. Kitts and Nevis,2022-01-01,3043,28,53192
St. Lucia,2022-01-01,13640,301,183629
St. Pierre and Miquelon,2022-01-01,100,0,5795
St. Vincent and Grenadines,2022-01-01,5850,81,110947
Sudan,2022-01-01,46518,3331,43849269
Suriname,2022-01-01,52612,1190,586634
Sweden,2022-01-01,1314784,15310,10099270
Switzerland,2022-01-01,1332615,12220,8654618
Syria,2022-01-01,50310,2901,17500657
Tajikistan,2022-01-01,17493,125,9537642
Tanzania,2022-01-01,29306,737,59734213
Thailand,2022-01-01,2226446,21708,69799978
Timor-Leste,2022-01-01,19839,122,1318442
Togo,2022-01-01,30163,248,8278737
Tonga,2022-01-01,1,0,105697
Trinidad and Tobago,2022-01-01,92201,2883,1399491
Tunisia,2022-01-01,727843,25576,11818618
Turkey,2022-01-01,9519281,82506,84339067
Turks and Caicos Islands,2022-01-01,3408,26,38718
U.S. Virgin Islands,2022-01-01,10106,89,104423
Uganda,2022-01-01,142604,3297,45741000
Ukraine,2022-01-01,3852397,102300,43733759
United Arab Emirates,2022-01-01,764493,2165,9890400
United Kingdom,2022-01-01,13100458,148778,67886004
United States,2022-01-01,54718452,822661,331002647
Uruguay,2022-01-01,414294,6172,3473727
Uzbekistan,2022-01-01,199030,1485,33469199
Vanuatu,2022-01-01,7,1,307150
Holy See,2022-01-01,27,0,809
Venezuela,2022-01-01,444828,5331,28435943
Vietnam,2022-01-01,1746092,32610,97338583
Wallis and Futuna,2022-01-01,454,7,11246
Yemen,2022-01-01,10127,1984,29825968
Zambia,2022-01-01,257948,3740,18383956
Zimbabwe,2022-01-01,214214,5017,14862927
Afghanistan,2022-01-02,158189,7361,38928341
Albania,2022-01-02,210885,3220,2877800
Algeria,2022-01-02,219159,6291,43851043
American Samoa,2022-01-02,11,0,55197
Andorra,2022-01-02,23740,140,77265
Angola,2022-01-02,82920,1772,32866268
Anguilla,2022-01-02,1674,5,15002
Antarctica,2022-01-02,11,0,
Antigua and Barbuda,2022-01-02,4283,119,97928
Argentina,2022-01-02,5694930,117204,45195777
Armenia,2022-01-02,345007,7977,2963234
Aruba,2022-01-02,21471,181,106766
Australia,2022-01-02,492563,2266,25499881
Austria,2022-01-02,1278327,16859,9006400
Azerbaijan,2022-01-02,617679,8375,10139175
Bahamas,2022-01-02,25285,717,393248
Bahrain,2022-01-02,283344,1395,1701583
Bangladesh,2022-01-02,1586466,28077,164689383
Barbados,2022-01-02,28960,262,287371
Belarus,2022-01-02,701192,5609,9449321
Belgium,2022-01-02,2105343,28331,11589616
Belize,2022-01-02,32840,602,397621
Benin,2022-01-02,24935,161,12123198
Bermuda,2022-01-02,6420,110,62273
Bhutan,2022-01-02,2660,3,771612
Bolivia,2022-01-02,611031,19722,11673029
Bosnia and Herzegovina,2022-01-02,291313,13442,3280815
Botswana,2022-01-02,219509,2444,2351625
Brazil,2022-01-02,22297427,619401,212559409
British Virgin Islands,2022-01-02,3492,39,30237
Brunei,2022-01-02,15470,98,437483
Bulgaria,2022-01-02,749540,31027,6948445
Burkina Faso,2022-01-02,17632,318,20903278
Burundi,2022-01-02,27366,38,11890781
Cambodia,2022-01-02,120510,3013,16718971
Cameroon,2022-01-02,109367,1851,26545864
Canada,2022-01-02,2286735,30667,37742157
Cape Verde,2022-01-02,42811,352,555988
"Bonaire, Sint Eustatius and Saba",2022-01-02,3488,23,26221
Cayman Islands,2022-01-02,8943,12,65720
Central African Republic,2022-01-02,12163,101,4829764
Chad,2022-01-02,6183,184,16425859
Channel Islands,2022-01-02,0,0,173859
Chile,2022-01-02,1810302,39162,19116209
China,2022-01-02,145329,5699,1471286879
Colombia,2022-01-02,5181173,130026,50882884
Comoros,2022-01-02,6835,158,869595
Congo (Brazzaville),2022-01-02,20089,367,5518092
Congo (Kinshasa),2022-01-02,74793,1205,89561404
Cook Islands,2022-01-02,2,0,17564
Costa Rica,2022-01-02,570556,7353,5094114
Cote d'Ivoire,2022-01-02,72352,720,26378275
Croatia,2022-01-02,720951,12609,4105268
Cuba,2022-01-02,966942,8324,11326616
Curacao,2022-01-02,22551,189,164100
Cyprus,2022-01-02,172697,639,1207361
Czechia,2022-01-02,2481832,36219,10708982
Denmark,2022-01-02,831236,3287,5792203
Djibouti,2022-01-02,13685,189,988002
Dominica,2022-01-02,6862,47,71991
Dominican Republic,2022-01-02,421953,4249,10847904
Ecuador,2022-01-02,552324,33683,17643060
Egypt,2022-01-02,387159,21797,102334403
El Salvador,2022-01-02,121945,3825,6486201
Equatorial Guinea,2022-01-02,13710,175,1402985
Eritrea,2022-01-02,8049,76,3546427
Estonia,2022-01-02,242552,1938,1326539
Eswatini,2022-01-02,66286,1310,1160164
Ethiopia,2022-01-02,426656,6958,114963583
Falkland Islands,2022-01-02,83,0,3483
Faroe Islands,2022-01-02,6105,14,48865
Fiji,2022-01-02,54147,700,896444
Finland,2022-01-02,281702,1739,5540718
France,2022-01-02,10039372,121402,65273512
French Guiana,2022-01-02,47631,338,298682
French Polynesia,2022-01-02,46382,636,280904
Gabon,2022-01-02,41798,288,2225728
Gambia,2022-01-02,10170,343,2416664
Georgia,2022-01-02,937640,13905,3989175
Germany,2022-01-02,7189329,112155,83783945
Ghana,2022-01-02,145052,1303,31072945
Gibraltar,2022-01-02,8821,100,33691
Greece,2022-01-02,1258495,20910,10423056
Greenland,2022-01-02,2611,1,56772
Grenada,2022-01-02,6306,200,112519
Guadeloupe,2022-01-02,55795,831,400127
Guam,2022-01-02,19618,270,168783
Guatemala,2022-01-02,628695,16109,17915567
Guernsey,2022-01-02,8329,24,
Guinea,2022-01-02,32671,391,13132792
Guinea-Bissau,2022-01-02,6484,149,1967998
Guyana,2022-01-02,40060,1055,786559
Haiti,2022-01-02,25985,766,11402533
Honduras,2022-01-02,379402,10433,9904608
Hungary,2022-01-02,1256415,39186,9660350
Iceland,2022-01-02,27059,37,341250
India,2022-01-02,34922882,481893,1380004385
Indonesia,2022-01-02,4263168,144097,273523621
Iran,2022-01-02,6196913,131680,83992953
Iraq,2022-01-02,2094097,24167,40222503
Ireland,2022-01-02,811840,5912,4937796
Isle of Man,2022-01-02,13695,67,85032
Israel,2022-01-02,1395113,8244,8655541
Italy,2022-01-02,6328076,137646,60461828
Jamaica,2022-01-02,95177,2476,2961161
Japan,2022-01-02,1734806,18404,126476458
Jersey,2022-01-02,19751,89,
Jordan,2022-01-02,1065571,12710,10203140
Kazakhstan,2022-01-02,1072999,18211,18776707
Kenya,2022-01-02,298509,5384,53771300
Kiribati,2022-01-02,2,0,119446
Kosovo,2022-01-02,161560,2991,1935259
Kuwait,2022-01-02,418332,2468,4270563
Kyrgyzstan,2022-01-02,184786,2804,6524191
Laos,2022-01-02,112767,380,7275556
Latvia,2022-01-02,277021,4579,1886202
Lebanon,2022-01-02,732733,9154,6825442
Lesotho,2022-01-02,29756,671,2142252
Liberia,2022-01-02,6278,287,5057677
Libya,2022-01-02,389650,5722,6871287
Liechtenstein,2022-01-02,6208,69,38137
Lithuania,2022-01-02,527906,7432,2722291
Luxembourg,2022-01-02,103766,915,625976
Madagascar,2022-01-02,50279,1027,27691019
Malawi,2022-01-02,76066,2371,19129955
Malaysia,2022-01-02,2764354,31532,32365998
Maldives,2022-01-02,96052,262,540542
Mali,2022-01-02,21549,668,20250834
Malta,2022-01-02,54250,479,441539
Marshall Islands,2022-01-02,4,0,59194
Martinique,2022-01-02,48123,777,375265
Mauritania,2022-01-02,42182,872,4649660
Mauritius,2022-01-02,68612,786,1271767
Mayotte,2022-01-02,21911,185,272813
Mexico,2022-01-02,3990587,299544,128932753
Micronesia,2022-01-02,1,0,115021
Moldova,2022-01-02,376602,10290,4033963
Monaco,2022-01-02,4985,39,39244
Mongolia,2022-01-02,693546,2060,3278292
Montenegro,2022-01-02,173161,2416,628062
Montserrat,2022-01-02,51,1,4999
Morocco,2022-01-02,966777,14855,36910558
Mozambique,2022-01-02,192453,2019,31255435
Burma,2022-01-02,531025,19274,54409794
Namibia,2022-01-02,149478,3655,2540916
Nepal,2022-01-02,828986,11596,29136808
Netherlands,2022-01-02,3180329,20957,17134873
New Caledonia,2022-01-02,12826,281,285491
New Zealand,2022-01-02,14306,51,4822233
Nicaragua,2022-01-02,13563,217,6624554
Niger,2022-01-02,7438,276,24206636
Nigeria,2022-01-02,242877,3033,206139587
North Korea,2022-01-02,0,0,25778815
North Macedonia,2022-01-02,225730,7975,2083380
Northern Mariana Islands,2022-01-02,3297,17,57557
Norway,2022-01-02,399318,1305,5421242
Oman,2022-01-02,305832,4117,5106622
Pakistan,2022-01-02,1297235,28943,220892331
Palau,2022-01-02,13,0,18092
West Bank and Gaza,2022-01-02,469748,4919,5101416
Panama,2022-01-02,498785,7433,4314768
Papua New Guinea,2022-01-02,36190,590,8947027
Paraguay,2022-01-02,466101,16624,7132530
Peru,2022-01-02,2302678,202782,32971846
Philippines,2022-01-02,2851931,51570,109581085
Poland,2022-01-02,4127428,97592,37846605
Portugal,2022-01-02,1424016,18990,10196707
Puerto Rico,2022-01-02,292662,3310,2860840
Qatar,2022-01-02,252359,618,2881060
Reunion,2022-01-02,76602,409,895308
Romania,2022-01-02,1811300,58796,19237682
Russia,2022-01-02,10358099,304284,145934460
Rwanda,2022-01-02,113582,1355,12952209
St. Martin (French part),2022-01-02,4250,58,38659
Samoa,2022-01-02,3,0,198410
San Marino,2022-01-02,8202,100,33938
São Tomé and Príncipe,2022-01-02,3912,57,219161
Saudi Arabia,2022-01-02,558106,8879,34813867
Senegal,2022-01-02,75671,1890,16743930
Serbia,2022-01-02,1302856,12760,6802111
Seychelles,2022-01-02,24788,134,98340
Sierra Leone,2022-01-02,7179,123,7976985
Singapore,2022-01-02,280290,829,5850343
Sint Maarten,2022-01-02,5301,75,42882
Slovakia,2022-01-02,1374850,16701,5459643
Slovenia,2022-01-02,466554,5603,2078932
Solomon Islands,2022-01-02,24,0,686878
Somalia,2022-01-02,23532,1333,15893219
South Africa,2022-01-02,3472436,91228,59308690
South Korea,2022-01-02,642207,5730,51269183
South Sudan,2022-01-02,15242,135,11193729
Spain,2022-01-02,6294745,89405,46754783
Sri Lanka,2022-01-02,587935,15019,21413250
St. Barthelemy,2022-01-02,1895,6,9885
St. Helena,2022-01-02,4,0,6071
St. Kitts and Nevis,2022-01-02,3193,28,53192
St. Lucia,2022-01-02,13732,301,183629
St. Pierre and Miquelon,2022-01-02,100,0,5795
St. Vincent and Grenadines,2022-01-02,5952,83,110947
Sudan,2022-01-02,46518,3331,43849269
Suriname,2022-01-02,52895,1190,586634
Sweden,2022-01-02,1314784,15310,10099270
Switzerland,2022-01-02,1332615,12227,8654618
Syria,2022-01-02,50337,2905,17500657
Tajikistan,2022-01-02,17493,125,9537642
Tanzania,2022-01-02,29306,737,59734213
Thailand,2022-01-02,2229558,21720,69799978
Timor-Leste,2022-01-02,19839,122,1318442
Togo,2022-01-02,31165,248,8278737
Tonga,2022-01-02,1,0,105697
Trinidad and Tobago,2022-01-02,92659,2914,1399491
Tunisia,2022-01-02,728260,25586,11818618
Turkey,2022-01-02,9552801,82635,84339067
Turks and Caicos Islands,2022-01-02,3560,26,38718
U.S. Virgin Islands,2022-01-02,10106,89,104423
Uganda,2022-01-02,144540,3302,45741000
Ukraine,2022-01-02,3854405,102421,43733759
United Arab Emirates,2022-01-02,767093,2168,9890400
United Kingdom,2022-01-02,13235401,148851,67886004
United States,2022-01-02,54984467,823063,331002647
Uruguay,2022-01-02,415249,6175,3473727
Uzbekistan,2022-01-02,199118,1485,33469199
Vanuatu,2022-01-02,7,1,307150
Holy See,2022-01-02,27,0,809
Venezuela,2022-01-02,444972,5333,28435943
Vietnam,2022-01-02,1763040,32831,97338583
Wallis and Futuna,2022-01-02,454,7,11246
Yemen,2022-01-02,10130,1984,29825968
Zambia,2022-01-02,259677,3743,18383956
Zimbabwe,2022-01-02,214214,5017,14862927
Afghanistan,2022-01-03,158183,7364,38928341
Albania,2022-01-03,210885,3220,2877800
Algeria,2022-01-03,219532,6298,43851043
American Samoa,2022-01-03,11,0,55197
Andorra,2022-01-03,24502,140,77265
Angola,2022-01-03,83764,1775,32866268
Anguilla,2022-01-03,1674,5,15002
Antarctica,2022-01-03,11,0,
Antigua and Barbuda,2022-01-03,4283,119,97928
Argentina,2022-01-03,5739326,117245,45195777
Armenia,2022-01-03,345036,7983,2963234
Aruba,2022-01-03,22020,181,106766
Australia,2022-01-03,537308,2270,25499881
Austria,2022-01-03,1281328,16867,9006400
Azerbaijan,2022-01-03,617952,8383,10139175
Bahamas,2022-01-03,25534,717,393248
Bahrain,2022-01-03,284224,1395,1701583
Bangladesh,2022-01-03,1587140,28081,164689383
Barbados,2022-01-03,29160,262,287371
Belarus,2022-01-03,701699,5624,9449321
Belgium,2022-01-03,2133284,28385,11589616
Belize,2022-01-03,33457,605,397621
Benin,2022-01-03,24935,161,12123198
Bermuda,2022-01-03,6420,110,62273
Bhutan,2022-01-03,2664,3,771612
Bolivia,2022-01-03,622312,19763,11673029
Bosnia and Herzegovina,2022-01-03,291313,13442,3280815
Botswana,2022-01-03,222053,2452,2351625
Brazil,2022-01-03,22309081,619473,212559409
British Virgin Islands,2022-01-03,3760,40,30237
Brunei,2022-01-03,15506,98,437483
Bulgaria,2022-01-03,751458,31080,6948445
Burkina Faso,2022-01-03,17632,318,20903278
Burundi,2022-01-03,27366,38,11890781
Cambodia,2022-01-03,120516,3014,16718971
Cameroon,2022-01-03,109367,1851,26545864
Canada,2022-01-03,2323056,30749,37742157
Cape Verde,2022-01-03,43567,352,555988
"Bonaire, Sint Eustatius and Saba",2022-01-03,3531,23,26221
Cayman Islands,2022-01-03,8943,12,65720
Central African Republic,2022-01-03,12163,101,4829764
Chad,2022-01-03,6183,184,16425859
Channel Islands,2022-01-03,0,0,173859
Chile,2022-01-03,1811297,39173,19116209
China,2022-01-03,145691,5699,1471286879
Colombia,2022-01-03,5191021,130061,50882884
Comoros,2022-01-03,6907,158,869595
Congo (Brazzaville),2022-01-03,21277,369,5518092
Congo (Kinshasa),2022-01-03,74793,1205,89561404
Cook Islands,2022-01-03,2,0,17564
Costa Rica,2022-01-03,570556,7353,5094114
Cote d'Ivoire,2022-01-03,72352,720,26378275
Croatia,2022-01-03,722054,12653,4105268
Cuba,2022-01-03,967498,8324,11326616
Curacao,2022-01-03,22962,189,164100
Cyprus,2022-01-03,177721,641,1207361
Czechia,2022-01-03,2483762,36255,10708982
Denmark,2022-01-03,840037,3292,5792203
Djibouti,2022-01-03,13723,189,988002
Dominica,2022-01-03,6862,47,71991
Dominican Republic,2022-01-03,424809,4251,10847904
Ecuador,2022-01-03,553201,33686,17643060
Egypt,2022-01-03,387882,21817,102334403
El Salvador,2022-01-03,122063,3826,6486201
Equatorial Guinea,2022-01-03,13710,175,1402985
Eritrea,2022-01-03,8063,76,3546427
Estonia,2022-01-03,243236,1939,1326539
Eswatini,2022-01-03,66441,1315,1160164
Ethiopia,2022-01-03,428796,6969,114963583
Falkland Islands,2022-01-03,83,0,3483
Faroe Islands,2022-01-03,6367,15,48865
Fiji,2022-01-03,55009,702,896444
Finland,2022-01-03,286679,1751,5540718
France,2022-01-03,10106833,121672,65273512
French Guiana,2022-01-03,47631,338,298682
French Polynesia,2022-01-03,46382,636,280904
Gabon,2022-01-03,42640,290,2225728
Gambia,2022-01-03,10170,343,2416664
Georgia,2022-01-03,938583,13942,3989175
Germany,2022-01-03,7207847,112223,83783945
Ghana,2022-01-03,146119,1306,31072945
Gibraltar,2022-01-03,8927,100,33691
Greece,2022-01-03,1294741,20990,10423056
Greenland,2022-01-03,2930,1,56772
Grenada,2022-01-03,6338,200,112519
Guadeloupe,2022-01-03,55795,831,400127
Guam,2022-01-03,19689,273,168783
Guatemala,2022-01-03,628804,16110,17915567
Guernsey,2022-01-03,8489,24,
Guinea,2022-01-03,32867,391,13132792
Guinea-Bissau,2022-01-03,6499,149,1967998
Guyana,2022-01-03,40154,1056,786559
Haiti,2022-01-03,26056,766,11402533
Honduras,2022-01-03,379402,10433,9904608
Hungary,2022-01-03,1262280,39434,9660350
Iceland,2022-01-03,31070,38,341250
India,2022-01-03,34960261,482017,1380004385
Indonesia,2022-01-03,4263433,144102,273523621
Iran,2022-01-03,6198590,131702,83992953
Iraq,2022-01-03,2094349,24174,40222503
Ireland,2022-01-03,845897,5912,4937796
Isle of Man,2022-01-03,13754,67,85032
Israel,2022-01-03,1404916,8247,8655541
Italy,2022-01-03,6396110,137786,60461828
Jamaica,2022-01-03,95946,2477,2961161
Japan,2022-01-03,1735478,18405,126476458
Jersey,2022-01-03,20254,89,
Jordan,2022-01-03,1067253,12742,10203140
Kazakhstan,2022-01-03,1073786,18211,18776707
Kenya,2022-01-03,299732,5394,53771300
Kiribati,2022-01-03,2,0,119446
Kosovo,2022-01-03,161598,2991,1935259
Kuwait,2022-01-03,419314,2468,4270563
Kyrgyzstan,2022-01-03,184827,2805,6524191
Laos,2022-01-03,113432,391,7275556
Latvia,2022-01-03,277692,4594,1886202
Lebanon,2022-01-03,735727,9174,6825442
Lesotho,2022-01-03,29999,673,2142252
Liberia,2022-01-03,6278,287,5057677
Libya,2022-01-03,390284,5727,6871287
Liechtenstein,2022-01-03,6236,71,38137
Lithuania,2022-01-03,529212,7452,2722291
Luxembourg,2022-01-03,105358,917,625976
Madagascar,2022-01-03,50279,1027,27691019
Malawi,2022-01-03,76295,2378,19129955
Malaysia,2022-01-03,2767044,31560,32365998
Maldives,2022-01-03,96294,262,540542
Mali,2022-01-03,21806,668,20250834
Malta,2022-01-03,55062,479,441539
Marshall Islands,2022-01-03,4,0,59194
Martinique,2022-01-03,48123,777,375265
Mauritania,2022-01-03,42672,872,4649660
Mauritius,2022-01-03,68661,786,1271767
Mayotte,2022-01-03,21911,185,272813
Mexico,2022-01-03,3993464,299581,128932753
Micronesia,2022-01-03,1,0,115021
Moldova,2022-01-03,376844,10306,4033963
Monaco,2022-01-03,4985,39,39244
Mongolia,2022-01-03,693849,2062,3278292
Montenegro,2022-01-03,174865,2420,628062
Montserrat,2022-01-03,66,1,4999
Morocco,2022-01-03,967662,14862,36910558
Mozambique,2022-01-03,193371,2031,31255435
Burma,2022-01-03,531155,19277,54409794
Namibia,2022-01-03,149741,3656,2540916
Nepal,2022-01-03,829277,11598,29136808
Netherlands,2022-01-03,3198835,20971,17134873
New Caledonia,2022-01-03,12854,281,285491
New Zealand,2022-01-03,14365,51,4822233
Nicaragua,2022-01-03,13563,217,6624554
Niger,2022-01-03,7508,277,24206636
Nigeria,2022-01-03,244120,3045,206139587
North Korea,2022-01-03,0,0,25778815
North Macedonia,2022-01-03,225972,7981,2083380
Northern Mariana Islands,2022-01-03,3297,17,57557
Norway,2022-01-03,404551,1305,5421242
Oman,2022-01-03,306008,4117,5106622
Pakistan,2022-01-03,1297865,28945,220892331
Palau,2022-01-03,13,0,18092
West Bank and Gaza,2022-01-03,469748,4919,5101416
Panama,2022-01-03,500148,7440,4314768
Papua New Guinea,2022-01-03,36192,590,8947027
Paraguay,2022-01-03,469523,16642,7132530
Peru,2022-01-03,2304674,202818,32971846
