global_covid_metrics2022_H1
Country,Date,Confirmed Cases,Confirmed Deaths,Population
Australia,2022-03-22,4053987,5786,25499881
Austria,2022-03-22,3531163,18595,9006400
Azerbaijan,2022-03-22,791545,9666,10139175
Bahamas,2022-03-22,33235,787,393248
Bahrain,2022-03-22,546896,1466,1701583
Bangladesh,2022-03-22,1950846,29117,164689383
Barbados,2022-03-22,57903,329,287371
Belarus,2022-03-22,952254,6737,9449321
Belgium,2022-03-22,3741614,30605,11589616
Belize,2022-03-22,57191,654,397621
Benin,2022-03-22,26952,163,12123198
Bermuda,2022-03-22,12231,126,62273
Bhutan,2022-03-22,22625,9,771612
Bolivia,2022-03-22,899999,21483,11673029
Bosnia and Herzegovina,2022-03-22,374426,15685,3280815
Botswana,2022-03-22,263950,2619,2351625
Brazil,2022-03-22,29691641,658005,212559409
British Virgin Islands,2022-03-22,6104,62,30237
Brunei,2022-03-22,127300,196,437483
Bulgaria,2022-03-22,1128089,36350,6948445
Burkina Faso,2022-03-22,20813,379,20903278
Burundi,2022-03-22,38372,38,11890781
Cambodia,2022-03-22,135158,3052,16718971
Cameroon,2022-03-22,119544,1927,26545864
Canada,2022-03-22,3422583,37289,37742157
Cape Verde,2022-03-22,55931,401,555988
"Bonaire, Sint Eustatius and Saba",2022-03-22,8039,31,26221
Cayman Islands,2022-03-22,20336,23,65720
Central African Republic,2022-03-22,14649,113,4829764
Chad,2022-03-22,7288,190,16425859
Channel Islands,2022-03-22,0,0,173859
Chile,2022-03-22,3406540,55976,19116209
China,2022-03-22,1272049,11855,1471286879
Colombia,2022-03-22,6081933,139489,50882884
Comoros,2022-03-22,8078,160,869595
Congo (Brazzaville),2022-03-22,24062,384,5518092
Congo (Kinshasa),2022-03-22,86509,1335,89561404
Cook Islands,2022-03-22,948,0,17564
Costa Rica,2022-03-22,832054,8256,5094114
Cote d'Ivoire,2022-03-22,81671,796,26378275
Croatia,2022-03-22,1085558,15463,4105268
Cuba,2022-03-22,1082880,8508,11326616
Curacao,2022-03-22,39853,265,164100
Cyprus,2022-03-22,387315,923,1207361
Czechia,2022-03-22,3750636,39418,10708982
Denmark,2022-03-22,3017529,5460,5792203
Djibouti,2022-03-22,15574,189,988002
Dominica,2022-03-22,11777,63,71991
Dominican Republic,2022-03-22,577476,4375,10847904
Ecuador,2022-03-22,854252,35410,17643060
Egypt,2022-03-22,500889,24361,102334403
El Salvador,2022-03-22,161052,4113,6486201
Equatorial Guinea,2022-03-22,15902,183,1402985
Eritrea,2022-03-22,9723,103,3546427
Estonia,2022-03-22,545057,2399,1326539
Eswatini,2022-03-22,69597,1392,1160164
Ethiopia,2022-03-22,469494,7489,114963583
Falkland Islands,2022-03-22,119,0,3483
Faroe Islands,2022-03-22,34658,28,48865
Fiji,2022-03-22,64327,834,896444
Finland,2022-03-22,812224,2881,5540718
France,2022-03-22,23676973,138111,65273512
French Guiana,2022-03-22,78326,394,298682
French Polynesia,2022-03-22,71673,646,280904
Gabon,2022-03-22,47581,303,2225728
Gambia,2022-03-22,11978,365,2416664
Georgia,2022-03-22,1643295,16678,3989175
Germany,2022-03-22,18994411,127193,83783945
Ghana,2022-03-22,160870,1445,31072945
Gibraltar,2022-03-22,16436,101,33691
Greece,2022-03-22,2838891,27029,10423056
Greenland,2022-03-22,11951,21,56772
Grenada,2022-03-22,13954,218,112519
Guadeloupe,2022-03-22,132359,928,400127
Guam,2022-03-22,46893,341,168783
Guatemala,2022-03-22,818454,17253,17915567
Guernsey,2022-03-22,17849,31,
Guinea,2022-03-22,36459,440,13132792
Guinea-Bissau,2022-03-22,8124,169,1967998
Guyana,2022-03-22,63202,1226,786559
Haiti,2022-03-22,30511,827,11402533
Honduras,2022-03-22,418460,10863,9904608
Hungary,2022-03-22,1831423,45143,9660350
Iceland,2022-03-22,175329,93,341250
India,2022-03-22,43012749,516605,1380004385
Indonesia,2022-03-22,5974646,154062,273523621
Iran,2022-03-22,7143409,139735,83992953
Iraq,2022-03-22,2316493,25132,40222503
Ireland,2022-03-22,1397885,6680,4937796
Isle of Man,2022-03-22,26734,81,85032
Israel,2022-03-22,3801627,10449,8655541
Italy,2022-03-22,13992092,158101,60461828
Jamaica,2022-03-22,128565,2869,2961161
Japan,2022-03-22,6150161,27264,126476458
Jersey,2022-03-22,43796,116,
Jordan,2022-03-22,1689314,14003,10203140
Kazakhstan,2022-03-22,1393492,19005,18776707
Kenya,2022-03-22,323306,5647,53771300
Kiribati,2022-03-22,3057,13,119446
Kosovo,2022-03-22,227191,3130,1935259
Kuwait,2022-03-22,627753,2553,4270563
Kyrgyzstan,2022-03-22,200826,2981,6524191
Laos,2022-03-22,156422,651,7275556
Latvia,2022-03-22,777201,5525,1886202
Lebanon,2022-03-22,1089005,10258,6825442
Lesotho,2022-03-22,32880,697,2142252
Liberia,2022-03-22,7397,294,5057677
Libya,2022-03-22,501211,6382,6871287
Liechtenstein,2022-03-22,15497,83,38137
Lithuania,2022-03-22,1078686,8761,2722291
Luxembourg,2022-03-22,202577,1019,625976
Madagascar,2022-03-22,63928,1380,27691019
Malawi,2022-03-22,85566,2626,19129955
Malaysia,2022-03-22,4032435,34535,32365998
Maldives,2022-03-22,174658,297,540542
Mali,2022-03-22,30458,727,20250834
Malta,2022-03-22,75102,624,441539
Marshall Islands,2022-03-22,7,0,59194
Martinique,2022-03-22,138039,909,375265
Mauritania,2022-03-22,58665,981,4649660
Mauritius,2022-03-22,192558,934,1271767
Mayotte,2022-03-22,36800,187,272813
Mexico,2022-03-22,5636054,322119,128932753
Micronesia,2022-03-22,1,0,115021
Moldova,2022-03-22,510973,11392,4033963
Monaco,2022-03-22,10272,54,39244
Mongolia,2022-03-22,917213,2177,3278292
Montenegro,2022-03-22,232376,2696,628062
Montserrat,2022-03-22,174,2,4999
Morocco,2022-03-22,1162626,16053,36910558
Mozambique,2022-03-22,225215,2200,31255435
Burma,2022-03-22,609648,19427,54409794
Namibia,2022-03-22,157545,4016,2540916
Nepal,2022-03-22,978231,11951,29136808
Netherlands,2022-03-22,7583852,21820,17134873
New Caledonia,2022-03-22,60113,307,285491
New Zealand,2022-03-22,538839,184,4822233
Nicaragua,2022-03-22,14170,228,6624554
Niger,2022-03-22,8797,308,24206636
Nigeria,2022-03-22,255190,3142,206139587
North Korea,2022-03-22,0,0,25778815
North Macedonia,2022-03-22,303728,9187,2083380
Northern Mariana Islands,2022-03-22,10777,31,57557
Norway,2022-03-22,1387034,2169,5421242
Oman,2022-03-22,387730,4250,5106622
Pakistan,2022-03-22,1522862,30333,220892331
Palau,2022-03-22,3966,6,18092
West Bank and Gaza,2022-03-22,654954,5641,5101416
Panama,2022-03-22,762008,8159,4314768
Papua New Guinea,2022-03-22,41533,639,8947027
Paraguay,2022-03-22,647428,18603,7132530
Peru,2022-03-22,3542602,211944,32971846
Philippines,2022-03-22,3674983,58281,109581085
Poland,2022-03-22,5905463,114355,37846605
Portugal,2022-03-22,3635880,21408,10196707
Puerto Rico,2022-03-22,478222,4155,2860840
Qatar,2022-03-22,360251,677,2881060
Reunion,2022-03-22,318695,689,895308
Romania,2022-03-22,2823415,64749,19237682
Russia,2022-03-22,17382051,358093,145934460
Rwanda,2022-03-22,129674,1459,12952209
St. Martin (French part),2022-03-22,9939,63,38659
Samoa,2022-03-22,295,0,198410
San Marino,2022-03-22,15034,112,33938
São Tomé and Príncipe,2022-03-22,5943,73,219161
Saudi Arabia,2022-03-22,749855,9032,34813867
Senegal,2022-03-22,85832,1964,16743930
Serbia,2022-03-22,1959699,15706,6802111
Seychelles,2022-03-22,39991,163,98340
Sierra Leone,2022-03-22,7674,125,7976985
Singapore,2022-03-22,1035721,1214,5850343
Sint Maarten,2022-03-22,9665,86,42882
Slovakia,2022-03-22,2366902,19161,5459643
Slovenia,2022-03-22,942954,6451,2078932
Solomon Islands,2022-03-22,10204,128,686878
Somalia,2022-03-22,26410,1361,15893219
South Africa,2022-03-22,3705696,99893,59308690
South Korea,2022-03-22,10427247,13432,51269183
South Sudan,2022-03-22,17144,138,11193729
Spain,2022-03-22,11378784,102053,46754783
Sri Lanka,2022-03-22,659859,16440,21413250
St. Barthelemy,2022-03-22,3805,6,9885
St. Helena,2022-03-22,4,0,6071
St. Kitts and Nevis,2022-03-22,5548,42,53192
St. Lucia,2022-03-22,22892,365,183629
St. Pierre and Miquelon,2022-03-22,1781,1,5795
St. Vincent and Grenadines,2022-03-22,8330,106,110947
Sudan,2022-03-22,61853,4898,43849269
Suriname,2022-03-22,79055,1324,586634
Sweden,2022-03-22,2475687,18053,10099270
Switzerland,2022-03-22,3353754,13456,8654618
Syria,2022-03-22,55577,3127,17500657
Tajikistan,2022-03-22,17786,125,9537642
Tanzania,2022-03-22,33797,800,59734213
Thailand,2022-03-22,3423956,24497,69799978
Timor-Leste,2022-03-22,22815,130,1318442
Togo,2022-03-22,36896,272,8278737
Tonga,2022-03-22,3784,2,105697
Trinidad and Tobago,2022-03-22,135579,3719,1399491
Tunisia,2022-03-22,1033731,28165,11818618
Turkey,2022-03-22,14726276,97437,84339067
Turks and Caicos Islands,2022-03-22,5874,36,38718
U.S. Virgin Islands,2022-03-22,15589,110,104423
Uganda,2022-03-22,163768,3595,45741000
Ukraine,2022-03-22,5040518,112459,43733759
United Arab Emirates,2022-03-22,888386,2302,9890400
United Kingdom,2022-03-22,20413731,163929,67886004
United States,2022-03-22,79257837,971788,331002647
Uruguay,2022-03-22,877763,7142,3473727
Uzbekistan,2022-03-22,237520,1637,33469199
Vanuatu,2022-03-22,1117,1,307150
Holy See,2022-03-22,29,0,809
Venezuela,2022-03-22,519797,5671,28435943
Vietnam,2022-03-22,8338914,42014,97338583
Wallis and Futuna,2022-03-22,454,7,11246
Yemen,2022-03-22,11802,2142,29825968
Zambia,2022-03-22,316088,3963,18383956
Zimbabwe,2022-03-22,244685,5429,14862927
Afghanistan,2022-03-23,177321,7657,38928341
Albania,2022-03-23,273164,3489,2877800
Algeria,2022-03-23,265585,6873,43851043
American Samoa,2022-03-23,1626,0,55197
Andorra,2022-03-23,39713,153,77265
Angola,2022-03-23,99058,1900,32866268
Anguilla,2022-03-23,2633,9,15002
Antarctica,2022-03-23,11,0,
Antigua and Barbuda,2022-03-23,7482,135,97928
Argentina,2022-03-23,9019660,127752,45195777
Armenia,2022-03-23,422382,8603,2963234
Aruba,2022-03-23,33843,212,106766
Australia,2022-03-23,4113691,5817,25499881
Austria,2022-03-23,3568258,18634,9006400
Azerbaijan,2022-03-23,791583,9670,10139175
Bahamas,2022-03-23,33238,787,393248
Bahrain,2022-03-23,547951,1466,1701583
Bangladesh,2022-03-23,1950980,29118,164689383
Barbados,2022-03-23,58018,329,287371
Belarus,2022-03-23,953901,6747,9449321
Belgium,2022-03-23,3757776,30635,11589616
Belize,2022-03-23,57203,654,397621
Benin,2022-03-23,26952,163,12123198
Bermuda,2022-03-23,12231,126,62273
Bhutan,2022-03-23,23155,9,771612
Bolivia,2022-03-23,900260,21483,11673029
Bosnia and Herzegovina,2022-03-23,374573,15691,3280815
Botswana,2022-03-23,263950,2619,2351625
Brazil,2022-03-23,29738362,658286,212559409
British Virgin Islands,2022-03-23,6104,62,30237
Brunei,2022-03-23,128306,199,437483
Bulgaria,2022-03-23,1129641,36375,6948445
Burkina Faso,2022-03-23,20813,379,20903278
Burundi,2022-03-23,38406,38,11890781
Cambodia,2022-03-23,135222,3052,16718971
Cameroon,2022-03-23,119544,1927,26545864
Canada,2022-03-23,3429407,37331,37742157
Cape Verde,2022-03-23,55934,401,555988
"Bonaire, Sint Eustatius and Saba",2022-03-23,8039,31,26221
Cayman Islands,2022-03-23,20336,23,65720
Central African Republic,2022-03-23,14649,113,4829764
Chad,2022-03-23,7288,190,16425859
Channel Islands,2022-03-23,0,0,173859
Chile,2022-03-23,3415989,55992,19116209
China,2022-03-23,1288794,12060,1471286879
Colombia,2022-03-23,6082226,139508,50882884
Comoros,2022-03-23,8078,160,869595
Congo (Brazzaville),2022-03-23,24062,384,5518092
Congo (Kinshasa),2022-03-23,86585,1335,89561404
Cook Islands,2022-03-23,948,0,17564
Costa Rica,2022-03-23,832966,8261,5094114
Cote d'Ivoire,2022-03-23,81675,796,26378275
Croatia,2022-03-23,1087635,15476,4105268
Cuba,2022-03-23,1083691,8508,11326616
Curacao,2022-03-23,39853,265,164100
Cyprus,2022-03-23,392019,927,1207361
Czechia,2022-03-23,3761164,39441,10708982
Denmark,2022-03-23,3023820,5486,5792203
Djibouti,2022-03-23,15578,189,988002
Dominica,2022-03-23,11777,63,71991
Dominican Republic,2022-03-23,577476,4375,10847904
Ecuador,2022-03-23,854252,35410,17643060
Egypt,2022-03-23,500889,24361,102334403
El Salvador,2022-03-23,161052,4114,6486201
Equatorial Guinea,2022-03-23,15999,183,1402985
Eritrea,2022-03-23,9723,103,3546427
Estonia,2022-03-23,546885,2418,1326539
Eswatini,2022-03-23,69610,1393,1160164
Ethiopia,2022-03-23,469523,7491,114963583
Falkland Islands,2022-03-23,119,0,3483
Faroe Islands,2022-03-23,34658,28,48865
Fiji,2022-03-23,64335,834,896444
Finland,2022-03-23,821536,2948,5540718
France,2022-03-23,23822533,138212,65273512
French Guiana,2022-03-23,78326,394,298682
French Polynesia,2022-03-23,71673,646,280904
Gabon,2022-03-23,47581,303,2225728
Gambia,2022-03-23,11978,365,2416664
Georgia,2022-03-23,1644112,16681,3989175
Germany,2022-03-23,19278143,127522,83783945
Ghana,2022-03-23,160870,1445,31072945
Gibraltar,2022-03-23,16542,101,33691
Greece,2022-03-23,2861993,27083,10423056
Greenland,2022-03-23,11952,21,56772
Grenada,2022-03-23,13954,218,112519
Guadeloupe,2022-03-23,132359,928,400127
Guam,2022-03-23,46942,341,168783
Guatemala,2022-03-23,820477,17258,17915567
Guernsey,2022-03-23,17849,31,
Guinea,2022-03-23,36459,440,13132792
Guinea-Bissau,2022-03-23,8124,169,1967998
Guyana,2022-03-23,63208,1226,786559
Haiti,2022-03-23,30511,827,11402533
Honduras,2022-03-23,418492,10869,9904608
Hungary,2022-03-23,1834268,45185,9660350
Iceland,2022-03-23,176179,93,341250
India,2022-03-23,43014687,516672,1380004385
Indonesia,2022-03-23,5981022,154221,273523621
Iran,2022-03-23,7144532,139802,83992953
Iraq,2022-03-23,2316758,25134,40222503
Ireland,2022-03-23,1404929,6685,4937796
Isle of Man,2022-03-23,27022,81,85032
Israel,2022-03-23,3814628,10455,8655541
Italy,2022-03-23,14070450,158254,60461828
Jamaica,2022-03-23,128594,2872,2961161
Japan,2022-03-23,6191089,27386,126476458
Jersey,2022-03-23,44199,118,
Jordan,2022-03-23,1689314,14003,10203140
Kazakhstan,2022-03-23,1393522,19006,18776707
Kenya,2022-03-23,323319,5647,53771300
Kiribati,2022-03-23,3060,13,119446
Kosovo,2022-03-23,227231,3130,1935259
Kuwait,2022-03-23,627753,2553,4270563
Kyrgyzstan,2022-03-23,200836,2982,6524191
Laos,2022-03-23,159047,653,7275556
Latvia,2022-03-23,780831,5538,1886202
Lebanon,2022-03-23,1089419,10263,6825442
Lesotho,2022-03-23,32880,697,2142252
Liberia,2022-03-23,7397,294,5057677
Libya,2022-03-23,501296,6389,6871287
Liechtenstein,2022-03-23,15649,83,38137
Lithuania,2022-03-23,1084293,8777,2722291
Luxembourg,2022-03-23,203861,1019,625976
Madagascar,2022-03-23,63928,1380,27691019
Malawi,2022-03-23,85574,2626,19129955
Malaysia,2022-03-23,4054926,34600,32365998
Maldives,2022-03-23,174658,297,540542
Mali,2022-03-23,30463,727,20250834
Malta,2022-03-23,75477,626,441539
Marshall Islands,2022-03-23,7,0,59194
Martinique,2022-03-23,138039,909,375265
Mauritania,2022-03-23,58665,981,4649660
Mauritius,2022-03-23,192558,934,1271767
Mayotte,2022-03-23,36800,187,272813
Mexico,2022-03-23,5636054,322119,128932753
Micronesia,2022-03-23,1,0,115021
Moldova,2022-03-23,511231,11401,4033963
Monaco,2022-03-23,10369,54,39244
Mongolia,2022-03-23,917406,2177,3278292
Montenegro,2022-03-23,232462,2696,628062
Montserrat,2022-03-23,174,2,4999
Morocco,2022-03-23,1162686,16055,36910558
Mozambique,2022-03-23,225220,2200,31255435
Burma,2022-03-23,609915,19428,54409794
Namibia,2022-03-23,157552,4016,2540916
Nepal,2022-03-23,978265,11951,29136808
Netherlands,2022-03-23,7626640,21836,17134873
New Caledonia,2022-03-23,60177,307,285491
New Zealand,2022-03-23,557330,192,4822233
Nicaragua,2022-03-23,14222,229,6624554
Niger,2022-03-23,8799,308,24206636
Nigeria,2022-03-23,255244,3142,206139587
North Korea,2022-03-23,0,0,25778815
North Macedonia,2022-03-23,304047,9188,2083380
Northern Mariana Islands,2022-03-23,10985,31,57557
Norway,2022-03-23,1390035,2339,5421242
Oman,2022-03-23,387829,4250,5106622
Pakistan,2022-03-23,1523072,30333,220892331
Palau,2022-03-23,3976,6,18092
West Bank and Gaza,2022-03-23,654954,5641,5101416
Panama,2022-03-23,762394,8159,4314768
Papua New Guinea,2022-03-23,41533,639,8947027
Paraguay,2022-03-23,647538,18606,7132530
Peru,2022-03-23,3542602,211944,32971846
Philippines,2022-03-23,3675384,58563,109581085
Poland,2022-03-23,5915888,114480,37846605
Portugal,2022-03-23,3650572,21408,10196707
Puerto Rico,2022-03-23,478473,4158,2860840
Qatar,2022-03-23,360382,677,2881060
Reunion,2022-03-23,327189,702,895308
Romania,2022-03-23,2827936,64789,19237682
Russia,2022-03-23,17408475,358510,145934460
Rwanda,2022-03-23,129693,1459,12952209
St. Martin (French part),2022-03-23,9939,63,38659
Samoa,2022-03-23,295,0,198410
San Marino,2022-03-23,15079,112,33938
São Tomé and Príncipe,2022-03-23,5943,73,219161
Saudi Arabia,2022-03-23,749965,9033,34813867
Senegal,2022-03-23,85838,1988,16743930
Serbia,2022-03-23,1962013,15718,6802111
Seychelles,2022-03-23,39991,163,98340
Sierra Leone,2022-03-23,7674,125,7976985
Singapore,2022-03-23,1044661,1220,5850343
Sint Maarten,2022-03-23,9665,86,42882
Slovakia,2022-03-23,2379094,19185,5459643
Slovenia,2022-03-23,946340,6454,2078932
Solomon Islands,2022-03-23,10204,128,686878
Somalia,2022-03-23,26410,1361,15893219
South Africa,2022-03-23,3707089,99899,59308690
South Korea,2022-03-23,10822836,13902,51269183
South Sudan,2022-03-23,17153,138,11193729
Spain,2022-03-23,11378784,102053,46754783
Sri Lanka,2022-03-23,660151,16445,21413250
St. Barthelemy,2022-03-23,3805,6,9885
St. Helena,2022-03-23,4,0,6071
St. Kitts and Nevis,2022-03-23,5548,42,53192
St. Lucia,2022-03-23,22905,365,183629
St. Pierre and Miquelon,2022-03-23,1781,1,5795
St. Vincent and Grenadines,2022-03-23,8330,106,110947
Sudan,2022-03-23,61862,4900,43849269
Suriname,2022-03-23,79100,1324,586634
Sweden,2022-03-23,2475687,18053,10099270
Switzerland,2022-03-23,3379845,13483,8654618
Syria,2022-03-23,55595,3128,17500657
Tajikistan,2022-03-23,17786,125,9537642
Tanzania,2022-03-23,33797,800,59734213
Thailand,2022-03-23,3423956,24497,69799978
Timor-Leste,2022-03-23,22818,130,1318442
Togo,2022-03-23,36902,272,8278737
Tonga,2022-03-23,3784,2,105697
Trinidad and Tobago,2022-03-23,135854,3722,1399491
Tunisia,2022-03-23,1033731,28165,11818618
Turkey,2022-03-23,14743437,97521,84339067
Turks and Caicos Islands,2022-03-23,5888,36,38718
U.S. Virgin Islands,2022-03-23,15596,110,104423
Uganda,2022-03-23,163775,3595,45741000
Ukraine,2022-03-23,5040518,112459,43733759
United Arab Emirates,2022-03-23,888718,2302,9890400
United Kingdom,2022-03-23,20515998,164123,67886004
United States,2022-03-23,79298263,973416,331002647
Uruguay,2022-03-23,879618,7144,3473727
Uzbekistan,2022-03-23,237527,1637,33469199
Vanuatu,2022-03-23,1373,1,307150
Holy See,2022-03-23,29,0,809
Venezuela,2022-03-23,519797,5671,28435943
Vietnam,2022-03-23,8479751,42075,97338583
Wallis and Futuna,2022-03-23,454,7,11246
Yemen,2022-03-23,11802,2142,29825968
Zambia,2022-03-23,316190,3964,18383956
Zimbabwe,2022-03-23,244958,5432,14862927
Afghanistan,2022-03-24,177321,7657,38928341
Albania,2022-03-24,273257,3489,2877800
Algeria,2022-03-24,265599,6873,43851043
American Samoa,2022-03-24,1993,0,55197
Andorra,2022-03-24,39713,155,77265
Angola,2022-03-24,99081,1900,32866268
Anguilla,2022-03-24,2633,9,15002
Antarctica,2022-03-24,11,0,
Antigua and Barbuda,2022-03-24,7482,135,97928
Argentina,2022-03-24,9021240,127780,45195777
Armenia,2022-03-24,422401,8604,2963234
Aruba,2022-03-24,33843,212,106766
Australia,2022-03-24,4180473,5850,25499881
Austria,2022-03-24,3623157,18669,9006400
Azerbaijan,2022-03-24,791604,9672,10139175
Bahamas,2022-03-24,33242,787,393248
Bahrain,2022-03-24,548866,1466,1701583
Bangladesh,2022-03-24,1951072,29118,164689383
Barbados,2022-03-24,58128,329,287371
Belarus,2022-03-24,955600,6759,9449321
Belgium,2022-03-24,3771233,30662,11589616
Belize,2022-03-24,57212,654,397621
Benin,2022-03-24,26952,163,12123198
Bermuda,2022-03-24,12354,127,62273
Bhutan,2022-03-24,23814,9,771612
Bolivia,2022-03-24,900557,21484,11673029
Bosnia and Herzegovina,2022-03-24,374696,15695,3280815
Botswana,2022-03-24,263950,2619,2351625
Brazil,2022-03-24,29775568,658600,212559409
British Virgin Islands,2022-03-24,6104,62,30237
Brunei,2022-03-24,129081,200,437483
Bulgaria,2022-03-24,1131065,36396,6948445
Burkina Faso,2022-03-24,20813,379,20903278
Burundi,2022-03-24,38406,38,11890781
Cambodia,2022-03-24,135285,3054,16718971
Cameroon,2022-03-24,119544,1927,26545864
Canada,2022-03-24,3436460,37406,37742157
Cape Verde,2022-03-24,55941,401,555988
"Bonaire, Sint Eustatius and Saba",2022-03-24,8039,31,26221
Cayman Islands,2022-03-24,20336,25,65720
Central African Republic,2022-03-24,14649,113,4829764
Chad,2022-03-24,7288,190,16425859
Channel Islands,2022-03-24,0,0,173859
Chile,2022-03-24,3426147,56147,19116209
China,2022-03-24,1306115,12261,1471286879
Colombia,2022-03-24,6082577,139531,50882884
Comoros,2022-03-24,8081,160,869595
Congo (Brazzaville),2022-03-24,24062,384,5518092
Congo (Kinshasa),2022-03-24,86598,1335,89561404
Cook Islands,2022-03-24,1060,0,17564
Costa Rica,2022-03-24,833909,8263,5094114
Cote d'Ivoire,2022-03-24,81680,796,26378275
Croatia,2022-03-24,1089696,15485,4105268
Cuba,2022-03-24,1084568,8508,11326616
Curacao,2022-03-24,39853,265,164100
Cyprus,2022-03-24,397205,927,1207361
Czechia,2022-03-24,3776874,39495,10708982
Denmark,2022-03-24,3029228,5518,5792203
Djibouti,2022-03-24,15580,189,988002
Dominica,2022-03-24,11787,63,71991
Dominican Republic,2022-03-24,577673,4375,10847904
Ecuador,2022-03-24,855314,35413,17643060
Egypt,2022-03-24,500889,24361,102334403
El Salvador,2022-03-24,161052,4115,6486201
Equatorial Guinea,2022-03-24,15999,183,1402985
Eritrea,2022-03-24,9723,103,3546427
Estonia,2022-03-24,548333,2423,1326539
Eswatini,2022-03-24,69633,1393,1160164
Ethiopia,2022-03-24,469544,7491,114963583
Falkland Islands,2022-03-24,119,0,3483
Faroe Islands,2022-03-24,34658,28,48865
Fiji,2022-03-24,64335,834,896444
Finland,2022-03-24,834038,2951,5540718
France,2022-03-24,23962674,138323,65273512
French Guiana,2022-03-24,78326,394,298682
French Polynesia,2022-03-24,71868,646,280904
Gabon,2022-03-24,47584,303,2225728
Gambia,2022-03-24,11978,365,2416664
Georgia,2022-03-24,1644711,16688,3989175
Germany,2022-03-24,19596530,127822,83783945
Ghana,2022-03-24,160894,1445,31072945
Gibraltar,2022-03-24,16651,101,33691
Greece,2022-03-24,2884100,27125,10423056
Greenland,2022-03-24,11953,21,56772
Grenada,2022-03-24,13967,218,112519
Guadeloupe,2022-03-24,132359,928,400127
Guam,2022-03-24,47009,341,168783
Guatemala,2022-03-24,821834,17267,17915567
Guernsey,2022-03-24,20785,31,
Guinea,2022-03-24,36459,440,13132792
Guinea-Bissau,2022-03-24,8125,169,1967998
Guyana,2022-03-24,63208,1226,786559
Haiti,2022-03-24,30511,827,11402533
Honduras,2022-03-24,418792,10869,9904608
Hungary,2022-03-24,1836919,45220,9660350
Iceland,2022-03-24,177015,95,341250
India,2022-03-24,43016372,516755,1380004385
Indonesia,2022-03-24,5986830,154343,273523621
Iran,2022-03-24,7145877,139865,83992953
Iraq,2022-03-24,2317128,25138,40222503
Ireland,2022-03-24,1413798,6693,4937796
Isle of Man,2022-03-24,27329,81,85032
Israel,2022-03-24,3818058,10455,8655541
Italy,2022-03-24,14153098,158436,60461828
Jamaica,2022-03-24,128607,2874,2961161
Japan,2022-03-24,6240639,27512,126476458
Jersey,2022-03-24,44492,118,
Jordan,2022-03-24,1689314,14003,10203140
Kazakhstan,2022-03-24,1393546,19006,18776707
Kenya,2022-03-24,323333,5647,53771300
Kiribati,2022-03-24,3061,13,119446
Kosovo,2022-03-24,227265,3130,1935259
Kuwait,2022-03-24,628130,2553,4270563
Kyrgyzstan,2022-03-24,200847,2982,6524191
Laos,2022-03-24,161866,652,7275556
Latvia,2022-03-24,784155,5559,1886202
Lebanon,2022-03-24,1089830,10267,6825442
Lesotho,2022-03-24,32880,697,2142252
Liberia,2022-03-24,7397,294,5057677
Libya,2022-03-24,501379,6392,6871287
Liechtenstein,2022-03-24,15761,83,38137
Lithuania,2022-03-24,1088831,8796,2722291
Luxembourg,2022-03-24,206044,1023,625976
Madagascar,2022-03-24,63928,1380,27691019
Malawi,2022-03-24,85586,2626,19129955
Malaysia,2022-03-24,4079242,34664,32365998
Maldives,2022-03-24,174658,297,540542
Mali,2022-03-24,30466,727,20250834
Malta,2022-03-24,75892,626,441539
Marshall Islands,2022-03-24,7,0,59194
Martinique,2022-03-24,138039,909,375265
Mauritania,2022-03-24,58665,981,4649660
Mauritius,2022-03-24,204200,968,1271767
Mayotte,2022-03-24,36800,187,272813
Mexico,2022-03-24,5640305,322277,128932753
Micronesia,2022-03-24,1,0,115021
Moldova,2022-03-24,511662,11408,4033963
Monaco,2022-03-24,10431,54,39244
Mongolia,2022-03-24,917579,2177,3278292
Montenegro,2022-03-24,232561,2698,628062
Montserrat,2022-03-24,174,2,4999
Morocco,2022-03-24,1162764,16056,36910558
Mozambique,2022-03-24,225223,2200,31255435
Burma,2022-03-24,610176,19428,54409794
Namibia,2022-03-24,157566,4017,2540916
Nepal,2022-03-24,978297,11951,29136808
Netherlands,2022-03-24,7665726,21851,17134873
New Caledonia,2022-03-24,60220,310,285491
New Zealand,2022-03-24,573244,201,4822233
Nicaragua,2022-03-24,14222,229,6624554
Niger,2022-03-24,8799,308,24206636
Nigeria,2022-03-24,255244,3142,206139587
North Korea,2022-03-24,0,0,25778815
North Macedonia,2022-03-24,304326,9191,2083380
Northern Mariana Islands,2022-03-24,10997,32,57557
Norway,2022-03-24,1393061,2339,5421242
Oman,2022-03-24,387922,4250,5106622
Pakistan,2022-03-24,1523401,30336,220892331
Palau,2022-03-24,3976,6,18092
West Bank and Gaza,2022-03-24,655468,5649,5101416
Panama,2022-03-24,762735,8160,4314768
Papua New Guinea,2022-03-24,41533,639,8947027
Paraguay,2022-03-24,647672,18608,7132530
Peru,2022-03-24,3543790,212022,32971846
Philippines,2022-03-24,3675821,58771,109581085
Poland,2022-03-24,5924876,114626,37846605
Portugal,2022-03-24,3665551,21408,10196707
Puerto Rico,2022-03-24,478719,4159,2860840
Qatar,2022-03-24,360497,677,2881060
Reunion,2022-03-24,327189,702,895308
Romania,2022-03-24,2832024,64826,19237682
Russia,2022-03-24,17433393,358919,145934460
