Country,Date,Confirmed Cases,Confirmed Deaths,Population
Afghanistan,1/1/22,158107,7356,38928341
Albania,1/1/22,210224,3217,2877800
Algeria,1/1/22,218818,6284,43851043
American Samoa,1/1/22,11,0,55197
Andorra,1/1/22,23740,140,77265
Angola,1/1/22,82398,1772,32866268
Anguilla,1/1/22,1674,5,15002
Antarctica,1/1/22,11,0,
Antigua and Barbuda,1/1/22,4283,119,97928
Argentina,1/1/22,5674428,117181,45195777
Armenia,1/1/22,344980,7975,2963234
Aruba,1/1/22,20982,181,106766
Australia,1/1/22,462955,2257,25499881
Austria,1/1/22,1274628,16845,9006400
Azerbaijan,1/1/22,617311,8365,10139175
Bahamas,1/1/22,24476,717,393248
Bahrain,1/1/22,282677,1394,1701583
Bangladesh,1/1/22,1585909,28076,164689383
Barbados,1/1/22,28810,262,287371
Belarus,1/1/22,700421,5594,9449321
Belgium,1/1/22,2105343,28331,11589616
Belize,1/1/22,32840,602,397621
Benin,1/1/22,24935,161,12123198
Bermuda,1/1/22,6420,110,62273
Bhutan,1/1/22,2660,3,771612
Bolivia,1/1/22,599753,19680,11673029
Bosnia and Herzegovina,1/1/22,291313,13442,3280815
Botswana,1/1/22,219509,2444,2351625
Brazil,1/1/22,22295621,619367,212559409
British Virgin Islands,1/1/22,3492,39,30237
Brunei,1/1/22,15470,98,437483
Bulgaria,1/1/22,748184,30983,6948445
Burkina Faso,1/1/22,17632,318,20903278
Burundi,1/1/22,27366,38,11890781
Cambodia,1/1/22,120507,3012,16718971
Cameroon,1/1/22,109367,1851,26545864
Canada,1/1/22,2256747,30616,37742157
Cape Verde,1/1/22,42463,352,555988
"Bonaire, Sint Eustatius and Saba",1/1/22,3429,23,26221
Cayman Islands,1/1/22,8943,12,65720
Central African Republic,1/1/22,12163,101,4829764
Chad,1/1/22,6183,184,16425859
Channel Islands,1/1/22,0,0,173859
Chile,1/1/22,1808398,39140,19116209
China,1/1/22,145182,5699,1471286879
Colombia,1/1/22,5169855,129986,50882884
Comoros,1/1/22,6688,157,869595
Congo (Brazzaville),1/1/22,20089,367,5518092
Congo (Kinshasa),1/1/22,74793,1205,89561404
Cook Islands,1/1/22,2,0,17564
Costa Rica,1/1/22,570556,7353,5094114
Cote d'Ivoire,1/1/22,71815,718,26378275
Croatia,1/1/22,720538,12571,4105268
Cuba,1/1/22,966473,8323,11326616
Curacao,1/1/22,22141,189,164100
Cyprus,1/1/22,169159,638,1207361
Czechia,1/1/22,2480736,36182,10708982
Denmark,1/1/22,823282,3272,5792203
Djibouti,1/1/22,13668,189,988002
Dominica,1/1/22,6862,47,71991
Dominican Republic,1/1/22,419927,4247,10847904
Ecuador,1/1/22,551620,33682,17643060
Egypt,1/1/22,386358,21768,102334403
El Salvador,1/1/22,121945,3824,6486201
Equatorial Guinea,1/1/22,13710,175,1402985
Eritrea,1/1/22,8026,76,3546427
Estonia,1/1/22,242123,1938,1326539
Eswatini,1/1/22,66241,1308,1160164
Ethiopia,1/1/22,424340,6947,114963583
Falkland Islands,1/1/22,83,0,3483
Faroe Islands,1/1/22,6081,14,48865
Fiji,1/1/22,54147,700,896444
Finland,1/1/22,277700,1728,5540718
France,1/1/22,9980940,121311,65273512
French Guiana,1/1/22,47631,338,298682
French Polynesia,1/1/22,46382,636,280904
Gabon,1/1/22,41798,288,2225728
Gambia,1/1/22,10170,343,2416664
Georgia,1/1/22,936844,13860,3989175
Germany,1/1/22,7176814,112109,83783945
Ghana,1/1/22,143997,1298,31072945
Gibraltar,1/1/22,8794,100,33691
Greece,1/1/22,1240862,20849,10423056
Greenland,1/1/22,2611,1,56772
Grenada,1/1/22,6299,200,112519
Guadeloupe,1/1/22,55795,831,400127
Guam,1/1/22,19618,270,168783
Guatemala,1/1/22,628589,16108,17915567
Guernsey,1/1/22,8081,24,
Guinea,1/1/22,32448,391,13132792
Guinea-Bissau,1/1/22,6484,149,1967998
Guyana,1/1/22,39779,1054,786559
Haiti,1/1/22,25985,766,11402533
Honduras,1/1/22,379402,10433,9904608
Hungary,1/1/22,1256415,39186,9660350
Iceland,1/1/22,27059,37,341250
India,1/1/22,34889132,481770,1380004385
Indonesia,1/1/22,4262994,144096,273523621
Iran,1/1/22,6195403,131639,83992953
Iraq,1/1/22,2093891,24163,40222503
Ireland,1/1/22,811840,5912,4937796
Isle of Man,1/1/22,13695,67,85032
Israel,1/1/22,1390053,8244,8655541
Italy,1/1/22,6266939,137513,60461828
Jamaica,1/1/22,94649,2476,2961161
Japan,1/1/22,1734329,18402,126476458
Jersey,1/1/22,19428,89,
Jordan,1/1/22,1064277,12684,10203140
Kazakhstan,1/1/22,1072999,18211,18776707
Kenya,1/1/22,297155,5381,53771300
Kiribati,1/1/22,2,0,119446
Kosovo,1/1/22,161531,2991,1935259
Kuwait,1/1/22,417723,2468,4270563
Kyrgyzstan,1/1/22,184748,2802,6524191
Laos,1/1/22,112083,374,7275556
Latvia,1/1/22,276841,4577,1886202
Lebanon,1/1/22,731288,9136,6825442
Lesotho,1/1/22,29652,671,2142252
Liberia,1/1/22,6278,287,5057677
Libya,1/1/22,388734,5710,6871287
Liechtenstein,1/1/22,6167,69,38137
Lithuania,1/1/22,526628,7412,2722291
Luxembourg,1/1/22,103766,915,625976
Madagascar,1/1/22,50279,1027,27691019
Malawi,1/1/22,75828,2368,19129955
Malaysia,1/1/22,2761472,31513,32365998
Maldives,1/1/22,95891,262,540542
Mali,1/1/22,21378,668,20250834
Malta,1/1/22,53503,477,441539
Marshall Islands,1/1/22,4,0,59194
Martinique,1/1/22,48123,777,375265
Mauritania,1/1/22,41867,870,4649660
Mauritius,1/1/22,68552,786,1271767
Mayotte,1/1/22,21911,185,272813
Mexico,1/1/22,3988916,299525,128932753
Micronesia,1/1/22,1,0,115021
Moldova,1/1/22,376434,10284,4033963
Monaco,1/1/22,4985,39,39244
Mongolia,1/1/22,693119,2060,3278292
Montenegro,1/1/22,171873,2414,628062
Montserrat,1/1/22,50,1,4999
Morocco,1/1/22,965420,14851,36910558
Mozambique,1/1/22,191722,2012,31255435
Burma,1/1/22,530946,19272,54409794
Namibia,1/1/22,148839,3645,2540916
Nepal,1/1/22,828773,11594,29136808
Netherlands,1/1/22,3165793,20951,17134873
New Caledonia,1/1/22,12826,281,285491
New Zealand,1/1/22,14255,51,4822233
Nicaragua,1/1/22,13563,217,6624554
Niger,1/1/22,7438,276,24206636
Nigeria,1/1/22,242877,3033,206139587
North Korea,1/1/22,0,0,25778815
North Macedonia,1/1/22,225484,7969,2083380
Northern Mariana Islands,1/1/22,3287,14,57557
Norway,1/1/22,396415,1305,5421242
Oman,1/1/22,305489,4116,5106622
Pakistan,1/1/22,1296527,28941,220892331
Palau,1/1/22,12,0,18092
West Bank and Gaza,1/1/22,469748,4919,5101416
Panama,1/1/22,497808,7430,4314768
Papua New Guinea,1/1/22,36158,590,8947027
Paraguay,1/1/22,466101,16624,7132530
Peru,1/1/22,2301177,202741,32971846
Philippines,1/1/22,2847486,51545,109581085
Poland,1/1/22,4120248,97559,37846605
Portugal,1/1/22,1412936,18976,10196707
Puerto Rico,1/1/22,272724,3308,2860840
Qatar,1/1/22,251361,618,2881060
Reunion,1/1/22,76602,409,895308
Romania,1/1/22,1810342,58779,19237682
Russia,1/1/22,10340011,303496,145934460
Rwanda,1/1/22,112654,1351,12952209
St. Martin (French part),1/1/22,4250,58,38659
Samoa,1/1/22,3,0,198410
San Marino,1/1/22,8202,100,33938
São Tomé and Príncipe,1/1/22,3903,57,219161
Saudi Arabia,1/1/22,557082,8878,34813867
Senegal,1/1/22,75337,1890,16743930
Serbia,1/1/22,1300949,12739,6802111
Seychelles,1/1/22,24788,134,98340
Sierra Leone,1/1/22,7114,123,7976985
Singapore,1/1/22,279861,829,5850343
Sint Maarten,1/1/22,5301,75,42882
Slovakia,1/1/22,1374354,16665,5459643
Slovenia,1/1/22,465711,5597,2078932
Solomon Islands,1/1/22,24,0,686878
Somalia,1/1/22,23532,1333,15893219
South Africa,1/1/22,3468079,91198,59308690
South Korea,1/1/22,639083,5694,51269183
South Sudan,1/1/22,15242,135,11193729
Spain,1/1/22,6294745,89405,46754783
Sri Lanka,1/1/22,587596,14997,21413250
St. Barthelemy,1/1/22,1895,6,9885
St. Helena,1/1/22,4,0,6071
St. Kitts and Nevis,1/1/22,3043,28,53192
St. Lucia,1/1/22,13640,301,183629
St. Pierre and Miquelon,1/1/22,100,0,5795
St. Vincent and Grenadines,1/1/22,5850,81,110947
Sudan,1/1/22,46518,3331,43849269
Suriname,1/1/22,52612,1190,586634
Sweden,1/1/22,1314784,15310,10099270
Switzerland,1/1/22,1332615,12220,8654618
Syria,1/1/22,50310,2901,17500657
Tajikistan,1/1/22,17493,125,9537642
Tanzania,1/1/22,29306,737,59734213
Thailand,1/1/22,2226446,21708,69799978
Timor-Leste,1/1/22,19839,122,1318442
Togo,1/1/22,30163,248,8278737
Tonga,1/1/22,1,0,105697
Trinidad and Tobago,1/1/22,92201,2883,1399491
Tunisia,1/1/22,727843,25576,11818618
Turkey,1/1/22,9519281,82506,84339067
Turks and Caicos Islands,1/1/22,3408,26,38718
U.S. Virgin Islands,1/1/22,10106,89,104423
Uganda,1/1/22,142604,3297,45741000
Ukraine,1/1/22,3852397,102300,43733759
United Arab Emirates,1/1/22,764493,2165,9890400
United Kingdom,1/1/22,13100458,148778,67886004
United States,1/1/22,54718452,822661,331002647
Uruguay,1/1/22,414294,6172,3473727
Uzbekistan,1/1/22,199030,1485,33469199
Vanuatu,1/1/22,7,1,307150
Holy See,1/1/22,27,0,809
Venezuela,1/1/22,444828,5331,28435943
Vietnam,1/1/22,1746092,32610,97338583
Wallis and Futuna,1/1/22,454,7,11246
Yemen,1/1/22,10127,1984,29825968
Zambia,1/1/22,257948,3740,18383956
Zimbabwe,1/1/22,214214,5017,14862927
Afghanistan,1/2/22,158189,7361,38928341
Albania,1/2/22,210885,3220,2877800
Algeria,1/2/22,219159,6291,43851043
American Samoa,1/2/22,11,0,55197
Andorra,1/2/22,23740,140,77265
Angola,1/2/22,82920,1772,32866268
Anguilla,1/2/22,1674,5,15002
Antarctica,1/2/22,11,0,
Antigua and Barbuda,1/2/22,4283,119,97928
Argentina,1/2/22,5694930,117204,45195777
Armenia,1/2/22,345007,7977,2963234
Aruba,1/2/22,21471,181,106766
Australia,1/2/22,492563,2266,25499881
Austria,1/2/22,1278327,16859,9006400
Azerbaijan,1/2/22,617679,8375,10139175
Bahamas,1/2/22,25285,717,393248
Bahrain,1/2/22,283344,1395,1701583
Bangladesh,1/2/22,1586466,28077,164689383
Barbados,1/2/22,28960,262,287371
Belarus,1/2/22,701192,5609,9449321
Belgium,1/2/22,2105343,28331,11589616
Belize,1/2/22,32840,602,397621
Benin,1/2/22,24935,161,12123198
Bermuda,1/2/22,6420,110,62273
Bhutan,1/2/22,2660,3,771612
Bolivia,1/2/22,611031,19722,11673029
Bosnia and Herzegovina,1/2/22,291313,13442,3280815
Botswana,1/2/22,219509,2444,2351625
Brazil,1/2/22,22297427,619401,212559409
British Virgin Islands,1/2/22,3492,39,30237
Brunei,1/2/22,15470,98,437483
Bulgaria,1/2/22,749540,31027,6948445
Burkina Faso,1/2/22,17632,318,20903278
Burundi,1/2/22,27366,38,11890781
Cambodia,1/2/22,120510,3013,16718971
Cameroon,1/2/22,109367,1851,26545864
Canada,1/2/22,2286735,30667,37742157
Cape Verde,1/2/22,42811,352,555988
"Bonaire, Sint Eustatius and Saba",1/2/22,3488,23,26221
Cayman Islands,1/2/22,8943,12,65720
Central African Republic,1/2/22,12163,101,4829764
Chad,1/2/22,6183,184,16425859
Channel Islands,1/2/22,0,0,173859
Chile,1/2/22,1810302,39162,19116209
China,1/2/22,145329,5699,1471286879
Colombia,1/2/22,5181173,130026,50882884
Comoros,1/2/22,6835,158,869595
Congo (Brazzaville),1/2/22,20089,367,5518092
Congo (Kinshasa),1/2/22,74793,1205,89561404
Cook Islands,1/2/22,2,0,17564
Costa Rica,1/2/22,570556,7353,5094114
Cote d'Ivoire,1/2/22,72352,720,26378275
Croatia,1/2/22,720951,12609,4105268
Cuba,1/2/22,966942,8324,11326616
Curacao,1/2/22,22551,189,164100
Cyprus,1/2/22,172697,639,1207361
Czechia,1/2/22,2481832,36219,10708982
Denmark,1/2/22,831236,3287,5792203
Djibouti,1/2/22,13685,189,988002
Dominica,1/2/22,6862,47,71991
Dominican Republic,1/2/22,421953,4249,10847904
Ecuador,1/2/22,552324,33683,17643060
Egypt,1/2/22,387159,21797,102334403
El Salvador,1/2/22,121945,3825,6486201
Equatorial Guinea,1/2/22,13710,175,1402985
Eritrea,1/2/22,8049,76,3546427
Estonia,1/2/22,242552,1938,1326539
Eswatini,1/2/22,66286,1310,1160164
Ethiopia,1/2/22,426656,6958,114963583
Falkland Islands,1/2/22,83,0,3483
Faroe Islands,1/2/22,6105,14,48865
Fiji,1/2/22,54147,700,896444
Finland,1/2/22,281702,1739,5540718
France,1/2/22,10039372,121402,65273512
French Guiana,1/2/22,47631,338,298682
French Polynesia,1/2/22,46382,636,280904
Gabon,1/2/22,41798,288,2225728
Gambia,1/2/22,10170,343,2416664
Georgia,1/2/22,937640,13905,3989175
Germany,1/2/22,7189329,112155,83783945
Ghana,1/2/22,145052,1303,31072945
Gibraltar,1/2/22,8821,100,33691
Greece,1/2/22,1258495,20910,10423056
Greenland,1/2/22,2611,1,56772
Grenada,1/2/22,6306,200,112519
Guadeloupe,1/2/22,55795,831,400127
Guam,1/2/22,19618,270,168783
Guatemala,1/2/22,628695,16109,17915567
Guernsey,1/2/22,8329,24,
Guinea,1/2/22,32671,391,13132792
Guinea-Bissau,1/2/22,6484,149,1967998
Guyana,1/2/22,40060,1055,786559
Haiti,1/2/22,25985,766,11402533
Honduras,1/2/22,379402,10433,9904608
Hungary,1/2/22,1256415,39186,9660350
Iceland,1/2/22,27059,37,341250
India,1/2/22,34922882,481893,1380004385
Indonesia,1/2/22,4263168,144097,273523621
Iran,1/2/22,6196913,131680,83992953
Iraq,1/2/22,2094097,24167,40222503
Ireland,1/2/22,811840,5912,4937796
Isle of Man,1/2/22,13695,67,85032
Israel,1/2/22,1395113,8244,8655541
Italy,1/2/22,6328076,137646,60461828
Jamaica,1/2/22,95177,2476,2961161
Japan,1/2/22,1734806,18404,126476458
Jersey,1/2/22,19751,89,
Jordan,1/2/22,1065571,12710,10203140
Kazakhstan,1/2/22,1072999,18211,18776707
Kenya,1/2/22,298509,5384,53771300
Kiribati,1/2/22,2,0,119446
Kosovo,1/2/22,161560,2991,1935259
Kuwait,1/2/22,418332,2468,4270563
Kyrgyzstan,1/2/22,184786,2804,6524191
Laos,1/2/22,112767,380,7275556
Latvia,1/2/22,277021,4579,1886202
Lebanon,1/2/22,732733,9154,6825442
Lesotho,1/2/22,29756,671,2142252
Liberia,1/2/22,6278,287,5057677
Libya,1/2/22,389650,5722,6871287
Liechtenstein,1/2/22,6208,69,38137
Lithuania,1/2/22,527906,7432,2722291
Luxembourg,1/2/22,103766,915,625976
Madagascar,1/2/22,50279,1027,27691019
Malawi,1/2/22,76066,2371,19129955
Malaysia,1/2/22,2764354,31532,32365998
Maldives,1/2/22,96052,262,540542
Mali,1/2/22,21549,668,20250834
Malta,1/2/22,54250,479,441539
Marshall Islands,1/2/22,4,0,59194
Martinique,1/2/22,48123,777,375265
Mauritania,1/2/22,42182,872,4649660
Mauritius,1/2/22,68612,786,1271767
Mayotte,1/2/22,21911,185,272813
Mexico,1/2/22,3990587,299544,128932753
Micronesia,1/2/22,1,0,115021
Moldova,1/2/22,376602,10290,4033963
Monaco,1/2/22,4985,39,39244
Mongolia,1/2/22,693546,2060,3278292
Montenegro,1/2/22,173161,2416,628062
Montserrat,1/2/22,51,1,4999
Morocco,1/2/22,966777,14855,36910558
Mozambique,1/2/22,192453,2019,31255435
Burma,1/2/22,531025,19274,54409794
Namibia,1/2/22,149478,3655,2540916
Nepal,1/2/22,828986,11596,29136808
Netherlands,1/2/22,3180329,20957,17134873
New Caledonia,1/2/22,12826,281,285491
New Zealand,1/2/22,14306,51,4822233
Nicaragua,1/2/22,13563,217,6624554
Niger,1/2/22,7438,276,24206636
Nigeria,1/2/22,242877,3033,206139587
North Korea,1/2/22,0,0,25778815
North Macedonia,1/2/22,225730,7975,2083380
Northern Mariana Islands,1/2/22,3297,17,57557
Norway,1/2/22,399318,1305,5421242
Oman,1/2/22,305832,4117,5106622
Pakistan,1/2/22,1297235,28943,220892331
Palau,1/2/22,13,0,18092
West Bank and Gaza,1/2/22,469748,4919,5101416
Panama,1/2/22,498785,7433,4314768
Papua New Guinea,1/2/22,36190,590,8947027
Paraguay,1/2/22,466101,16624,7132530
Peru,1/2/22,2302678,202782,32971846
Philippines,1/2/22,2851931,51570,109581085
Poland,1/2/22,4127428,97592,37846605
Portugal,1/2/22,1424016,18990,10196707
Puerto Rico,1/2/22,292662,3310,2860840
Qatar,1/2/22,252359,618,2881060
Reunion,1/2/22,76602,409,895308
Romania,1/2/22,1811300,58796,19237682
Russia,1/2/22,10358099,304284,145934460
Rwanda,1/2/22,113582,1355,12952209
St. Martin (French part),1/2/22,4250,58,38659
Samoa,1/2/22,3,0,198410
San Marino,1/2/22,8202,100,33938
São Tomé and Príncipe,1/2/22,3912,57,219161
Saudi Arabia,1/2/22,558106,8879,34813867
Senegal,1/2/22,75671,1890,16743930
Serbia,1/2/22,1302856,12760,6802111
Seychelles,1/2/22,24788,134,98340
Sierra Leone,1/2/22,7179,123,7976985
Singapore,1/2/22,280290,829,5850343
Sint Maarten,1/2/22,5301,75,42882
Slovakia,1/2/22,1374850,16701,5459643
Slovenia,1/2/22,466554,5603,2078932
Solomon Islands,1/2/22,24,0,686878
Somalia,1/2/22,23532,1333,15893219
South Africa,1/2/22,3472436,91228,59308690
South Korea,1/2/22,642207,5730,51269183
South Sudan,1/2/22,15242,135,11193729
Spain,1/2/22,6294745,89405,46754783
Sri Lanka,1/2/22,587935,15019,21413250
St. Barthelemy,1/2/22,1895,6,9885
St. Helena,1/2/22,4,0,6071
St. Kitts and Nevis,1/2/22,3193,28,53192
St. Lucia,1/2/22,13732,301,183629
St. Pierre and Miquelon,1/2/22,100,0,5795
St. Vincent and Grenadines,1/2/22,5952,83,110947
Sudan,1/2/22,46518,3331,43849269
Suriname,1/2/22,52895,1190,586634
Sweden,1/2/22,1314784,15310,10099270
Switzerland,1/2/22,1332615,12227,8654618
Syria,1/2/22,50337,2905,17500657
Tajikistan,1/2/22,17493,125,9537642
Tanzania,1/2/22,29306,737,59734213
Thailand,1/2/22,2229558,21720,69799978
Timor-Leste,1/2/22,19839,122,1318442
Togo,1/2/22,31165,248,8278737
Tonga,1/2/22,1,0,105697
Trinidad and Tobago,1/2/22,92659,2914,1399491
Tunisia,1/2/22,728260,25586,11818618
Turkey,1/2/22,9552801,82635,84339067
Turks and Caicos Islands,1/2/22,3560,26,38718
U.S. Virgin Islands,1/2/22,10106,89,104423
Uganda,1/2/22,144540,3302,45741000
Ukraine,1/2/22,3854405,102421,43733759
United Arab Emirates,1/2/22,767093,2168,9890400
United Kingdom,1/2/22,13235401,148851,67886004
United States,1/2/22,54984467,823063,331002647
Uruguay,1/2/22,415249,6175,3473727
Uzbekistan,1/2/22,199118,1485,33469199
Vanuatu,1/2/22,7,1,307150
Holy See,1/2/22,27,0,809
Venezuela,1/2/22,444972,5333,28435943
Vietnam,1/2/22,1763040,32831,97338583
Wallis and Futuna,1/2/22,454,7,11246
Yemen,1/2/22,10130,1984,29825968
Zambia,1/2/22,259677,3743,18383956
Zimbabwe,1/2/22,214214,5017,14862927
Afghanistan,1/3/22,158183,7364,38928341
Albania,1/3/22,210885,3220,2877800
Algeria,1/3/22,219532,6298,43851043
American Samoa,1/3/22,11,0,55197
Andorra,1/3/22,24502,140,77265
Angola,1/3/22,83764,1775,32866268
Anguilla,1/3/22,1674,5,15002
Antarctica,1/3/22,11,0,
Antigua and Barbuda,1/3/22,4283,119,97928
Argentina,1/3/22,5739326,117245,45195777
Armenia,1/3/22,345036,7983,2963234
Aruba,1/3/22,22020,181,106766
Australia,1/3/22,537308,2270,25499881
Austria,1/3/22,1281328,16867,9006400
Azerbaijan,1/3/22,617952,8383,10139175
Bahamas,1/3/22,25534,717,393248
Bahrain,1/3/22,284224,1395,1701583
Bangladesh,1/3/22,1587140,28081,164689383
Barbados,1/3/22,29160,262,287371
Belarus,1/3/22,701699,5624,9449321
Belgium,1/3/22,2133284,28385,11589616
Belize,1/3/22,33457,605,397621
Benin,1/3/22,24935,161,12123198
Bermuda,1/3/22,6420,110,62273
Bhutan,1/3/22,2664,3,771612
Bolivia,1/3/22,622312,19763,11673029
Bosnia and Herzegovina,1/3/22,291313,13442,3280815
Botswana,1/3/22,222053,2452,2351625
Brazil,1/3/22,22309081,619473,212559409
British Virgin Islands,1/3/22,3760,40,30237
Brunei,1/3/22,15506,98,437483
Bulgaria,1/3/22,751458,31080,6948445
Burkina Faso,1/3/22,17632,318,20903278
Burundi,1/3/22,27366,38,11890781
Cambodia,1/3/22,120516,3014,16718971
Cameroon,1/3/22,109367,1851,26545864
Canada,1/3/22,2323056,30749,37742157
Cape Verde,1/3/22,43567,352,555988
"Bonaire, Sint Eustatius and Saba",1/3/22,3531,23,26221
Cayman Islands,1/3/22,8943,12,65720
Central African Republic,1/3/22,12163,101,4829764
Chad,1/3/22,6183,184,16425859
Channel Islands,1/3/22,0,0,173859
Chile,1/3/22,1811297,39173,19116209
China,1/3/22,145691,5699,1471286879
Colombia,1/3/22,5191021,130061,50882884
Comoros,1/3/22,6907,158,869595
Congo (Brazzaville),1/3/22,21277,369,5518092
Congo (Kinshasa),1/3/22,74793,1205,89561404
Cook Islands,1/3/22,2,0,17564
Costa Rica,1/3/22,570556,7353,5094114
Cote d'Ivoire,1/3/22,72352,720,26378275
Croatia,1/3/22,722054,12653,4105268
Cuba,1/3/22,967498,8324,11326616
Curacao,1/3/22,22962,189,164100
Cyprus,1/3/22,177721,641,1207361
Czechia,1/3/22,2483762,36255,10708982
Denmark,1/3/22,840037,3292,5792203
Djibouti,1/3/22,13723,189,988002
Dominica,1/3/22,6862,47,71991
Dominican Republic,1/3/22,424809,4251,10847904
Ecuador,1/3/22,553201,33686,17643060
Egypt,1/3/22,387882,21817,102334403
El Salvador,1/3/22,122063,3826,6486201
Equatorial Guinea,1/3/22,13710,175,1402985
Eritrea,1/3/22,8063,76,3546427
Estonia,1/3/22,243236,1939,1326539
Eswatini,1/3/22,66441,1315,1160164
Ethiopia,1/3/22,428796,6969,114963583
Falkland Islands,1/3/22,83,0,3483
Faroe Islands,1/3/22,6367,15,48865
Fiji,1/3/22,55009,702,896444
Finland,1/3/22,286679,1751,5540718
France,1/3/22,10106833,121672,65273512
French Guiana,1/3/22,47631,338,298682
French Polynesia,1/3/22,46382,636,280904
Gabon,1/3/22,42640,290,2225728
Gambia,1/3/22,10170,343,2416664
Georgia,1/3/22,938583,13942,3989175
Germany,1/3/22,7207847,112223,83783945
Ghana,1/3/22,146119,1306,31072945
Gibraltar,1/3/22,8927,100,33691
Greece,1/3/22,1294741,20990,10423056
Greenland,1/3/22,2930,1,56772
Grenada,1/3/22,6338,200,112519
Guadeloupe,1/3/22,55795,831,400127
Guam,1/3/22,19689,273,168783
Guatemala,1/3/22,628804,16110,17915567
Guernsey,1/3/22,8489,24,
Guinea,1/3/22,32867,391,13132792
Guinea-Bissau,1/3/22,6499,149,1967998
Guyana,1/3/22,40154,1056,786559
Haiti,1/3/22,26056,766,11402533
Honduras,1/3/22,379402,10433,9904608
Hungary,1/3/22,1262280,39434,9660350
Iceland,1/3/22,31070,38,341250
India,1/3/22,34960261,482017,1380004385
Indonesia,1/3/22,4263433,144102,273523621
Iran,1/3/22,6198590,131702,83992953
Iraq,1/3/22,2094349,24174,40222503
Ireland,1/3/22,845897,5912,4937796
Isle of Man,1/3/22,13754,67,85032
Israel,1/3/22,1404916,8247,8655541
Italy,1/3/22,6396110,137786,60461828
Jamaica,1/3/22,95946,2477,2961161
Japan,1/3/22,1735478,18405,126476458
Jersey,1/3/22,20254,89,
Jordan,1/3/22,1067253,12742,10203140
Kazakhstan,1/3/22,1073786,18211,18776707
Kenya,1/3/22,299732,5394,53771300
Kiribati,1/3/22,2,0,119446
Kosovo,1/3/22,161598,2991,1935259
Kuwait,1/3/22,419314,2468,4270563
Kyrgyzstan,1/3/22,184827,2805,6524191
Laos,1/3/22,113432,391,7275556
Latvia,1/3/22,277692,4594,1886202
Lebanon,1/3/22,735727,9174,6825442
Lesotho,1/3/22,29999,673,2142252
Liberia,1/3/22,6278,287,5057677
Libya,1/3/22,390284,5727,6871287
Liechtenstein,1/3/22,6236,71,38137
Lithuania,1/3/22,529212,7452,2722291
Luxembourg,1/3/22,105358,917,625976
Madagascar,1/3/22,50279,1027,27691019
Malawi,1/3/22,76295,2378,19129955
Malaysia,1/3/22,2767044,31560,32365998
Maldives,1/3/22,96294,262,540542
Mali,1/3/22,21806,668,20250834
Malta,1/3/22,55062,479,441539
Marshall Islands,1/3/22,4,0,59194
Martinique,1/3/22,48123,777,375265
Mauritania,1/3/22,42672,872,4649660
Mauritius,1/3/22,68661,786,1271767
Mayotte,1/3/22,21911,185,272813
Mexico,1/3/22,3993464,299581,128932753
Micronesia,1/3/22,1,0,115021
Moldova,1/3/22,376844,10306,4033963
Monaco,1/3/22,4985,39,39244
Mongolia,1/3/22,693849,2062,3278292
Montenegro,1/3/22,174865,2420,628062
Montserrat,1/3/22,66,1,4999
Morocco,1/3/22,967662,14862,36910558
Mozambique,1/3/22,193371,2031,31255435
Burma,1/3/22,531155,19277,54409794
Namibia,1/3/22,149741,3656,2540916
Nepal,1/3/22,829277,11598,29136808
Netherlands,1/3/22,3198835,20971,17134873
New Caledonia,1/3/22,12854,281,285491
New Zealand,1/3/22,14365,51,4822233
Nicaragua,1/3/22,13563,217,6624554
Niger,1/3/22,7508,277,24206636
Nigeria,1/3/22,244120,3045,206139587
North Korea,1/3/22,0,0,25778815
North Macedonia,1/3/22,225972,7981,2083380
Northern Mariana Islands,1/3/22,3297,17,57557
Norway,1/3/22,404551,1305,5421242
Oman,1/3/22,306008,4117,5106622
Pakistan,1/3/22,1297865,28945,220892331
Palau,1/3/22,13,0,18092
West Bank and Gaza,1/3/22,469748,4919,5101416
Panama,1/3/22,500148,7440,4314768
Papua New Guinea,1/3/22,36192,590,8947027
Paraguay,1/3/22,469523,16642,7132530
Peru,1/3/22,2304674,202818,32971846
Philippines,1/3/22,2855819,51586,109581085
Poland,1/3/22,4133851,97601,37846605
Portugal,1/3/22,1434570,19000,10196707
Puerto Rico,1/3/22,303533,3314,2860840
Qatar,1/3/22,253536,618,2881060
Reunion,1/3/22,76602,409,895308
Romania,1/3/22,1813056,58814,19237682
Russia,1/3/22,10374292,305096,145934460
Rwanda,1/3/22,114580,1357,12952209
St. Martin (French part),1/3/22,4250,58,38659
Samoa,1/3/22,3,0,198410
San Marino,1/3/22,8487,102,33938
São Tomé and Príncipe,1/3/22,3945,58,219161
Saudi Arabia,1/3/22,559852,8881,34813867
Senegal,1/3/22,75959,1890,16743930
Serbia,1/3/22,1305621,12787,6802111
Seychelles,1/3/22,24788,134,98340
Sierra Leone,1/3/22,7220,123,7976985
Singapore,1/3/22,280754,829,5850343
Sint Maarten,1/3/22,5301,75,42882
Slovakia,1/3/22,1376559,16740,5459643
Slovenia,1/3/22,467565,5614,2078932
Solomon Islands,1/3/22,24,0,686878
Somalia,1/3/22,23532,1333,15893219
South Africa,1/3/22,3475512,91312,59308690
South Korea,1/3/22,645226,5781,51269183
South Sudan,1/3/22,15242,135,11193729
Spain,1/3/22,6667511,89573,46754783
Sri Lanka,1/3/22,588300,15037,21413250
