Country,Date,Confirmed Cases,Confirmed Deaths,Population
Libya,3/12/22,499767,6336,6871287
Liechtenstein,3/12/22,14025,79,38137
Lithuania,3/12/22,1032883,8629,2722291
Luxembourg,3/12/22,191964,1004,625976
Madagascar,3/12/22,63870,1377,27691019
Malawi,3/12/22,85495,2620,19129955
Malaysia,3/12/22,3801036,33720,32365998
Maldives,3/12/22,174367,297,540542
Mali,3/12/22,30414,726,20250834
Malta,3/12/22,72687,614,441539
Marshall Islands,3/12/22,7,0,59194
Martinique,3/12/22,128154,902,375265
Mauritania,3/12/22,58657,981,4649660
Mauritius,3/12/22,181362,934,1271767
Mayotte,3/12/22,36745,187,272813
Mexico,3/12/22,5605636,321054,128932753
Micronesia,3/12/22,1,0,115021
Moldova,3/12/22,507599,11339,4033963
Monaco,3/12/22,9777,51,39244
Mongolia,3/12/22,914536,2177,3278292
Montenegro,3/12/22,231488,2692,628062
Montserrat,3/12/22,166,2,4999
Morocco,3/12/22,1162040,16036,36910558
Mozambique,3/12/22,225173,2198,31255435
Burma,3/12/22,604860,19406,54409794
Namibia,3/12/22,157383,4014,2540916
Nepal,3/12/22,977878,11950,29136808
Netherlands,3/12/22,7115857,21699,17134873
New Caledonia,3/12/22,59299,305,285491
New Zealand,3/12/22,362109,101,4822233
Nicaragua,3/12/22,14108,226,6624554
Niger,3/12/22,8781,308,24206636
Nigeria,3/12/22,254953,3142,206139587
North Korea,3/12/22,0,0,25778815
North Macedonia,3/12/22,301293,9137,2083380
Northern Mariana Islands,3/12/22,10379,30,57557
Norway,3/12/22,1349971,1753,5421242
Oman,3/12/22,386003,4250,5106622
Pakistan,3/12/22,1518692,30307,220892331
Palau,3/12/22,3899,6,18092
West Bank and Gaza,3/12/22,653293,5603,5101416
Panama,3/12/22,759224,8131,4314768
Papua New Guinea,3/12/22,41533,639,8947027
Paraguay,3/12/22,645768,18529,7132530
Peru,3/12/22,3535726,211482,32971846
Philippines,3/12/22,3670177,57441,109581085
Poland,3/12/22,5811109,113434,37846605
Portugal,3/12/22,3527608,21285,10196707
Puerto Rico,3/12/22,476202,4150,2860840
Qatar,3/12/22,359028,675,2881060
Reunion,3/12/22,310181,680,895308
Romania,3/12/22,2790368,64335,19237682
Russia,3/12/22,17040721,353054,145934460
Rwanda,3/12/22,129596,1459,12952209
St. Martin (French part),3/12/22,9912,63,38659
Samoa,3/12/22,48,0,198410
San Marino,3/12/22,14691,112,33938
São Tomé and Príncipe,3/12/22,5939,72,219161
Saudi Arabia,3/12/22,748624,9017,34813867
Senegal,3/12/22,85785,1964,16743930
Serbia,3/12/22,1939150,15570,6802111
Seychelles,3/12/22,39605,163,98340
Sierra Leone,3/12/22,7667,125,7976985
Singapore,3/12/22,929735,1139,5850343
Sint Maarten,3/12/22,9605,85,42882
Slovakia,3/12/22,2269610,18881,5459643
Slovenia,3/12/22,916712,6404,2078932
Solomon Islands,3/12/22,8491,118,686878
Somalia,3/12/22,26400,1359,15893219
South Africa,3/12/22,3693532,99712,59308690
South Korea,3/12/22,6556453,10395,51269183
South Sudan,3/12/22,17051,138,11193729
Spain,3/12/22,11223974,101135,46754783
Sri Lanka,3/12/22,655730,16390,21413250
St. Barthelemy,3/12/22,3780,6,9885
St. Helena,3/12/22,4,0,6071
St. Kitts and Nevis,3/12/22,5540,42,53192
St. Lucia,3/12/22,22833,365,183629
St. Pierre and Miquelon,3/12/22,1316,1,5795
St. Vincent and Grenadines,3/12/22,8323,106,110947
Sudan,3/12/22,61655,4865,43849269
Suriname,3/12/22,78754,1321,586634
Sweden,3/12/22,2466577,17798,10099270
Switzerland,3/12/22,3072758,13266,8654618
Syria,3/12/22,55329,3114,17500657
Tajikistan,3/12/22,17786,125,9537642
Tanzania,3/12/22,33726,800,59734213
Thailand,3/12/22,3161241,23709,69799978
Timor-Leste,3/12/22,22789,129,1318442
Togo,3/12/22,36850,272,8278737
Tonga,3/12/22,1513,2,105697
Trinidad and Tobago,3/12/22,132708,3681,1399491
Tunisia,3/12/22,1028717,28031,11818618
Turkey,3/12/22,14534239,96349,84339067
Turks and Caicos Islands,3/12/22,5874,36,38718
U.S. Virgin Islands,3/12/22,15556,109,104423
Uganda,3/12/22,163529,3594,45741000
Ukraine,3/12/22,5040518,112459,43733759
United Arab Emirates,3/12/22,885089,2302,9890400
United Kingdom,3/12/22,19530485,162738,67886004
United States,3/12/22,78971339,962643,331002647
Uruguay,3/12/22,863365,7090,3473727
Uzbekistan,3/12/22,237169,1637,33469199
Vanuatu,3/12/22,207,1,307150
Holy See,3/12/22,29,0,809
Venezuela,3/12/22,517999,5656,28435943
Vietnam,3/12/22,5903147,41290,97338583
Wallis and Futuna,3/12/22,454,7,11246
Yemen,3/12/22,11784,2139,29825968
Zambia,3/12/22,315148,3960,18383956
Zimbabwe,3/12/22,242069,5412,14862927
Afghanistan,3/13/22,176201,7643,38928341
Albania,3/13/22,272663,3485,2877800
Algeria,3/13/22,265432,6864,43851043
American Samoa,3/13/22,443,0,55197
Andorra,3/13/22,38794,152,77265
Angola,3/13/22,98927,1900,32866268
Anguilla,3/13/22,2574,9,15002
Antarctica,3/13/22,11,0,
Antigua and Barbuda,3/13/22,7466,135,97928
Argentina,3/13/22,8971432,127187,45195777
Armenia,3/13/22,422004,8572,2963234
Aruba,3/13/22,33796,212,106766
Australia,3/13/22,3622906,5590,25499881
Austria,3/13/22,3140407,18300,9006400
Azerbaijan,3/13/22,790767,9611,10139175
Bahamas,3/13/22,33194,771,393248
Bahrain,3/13/22,537395,1463,1701583
Bangladesh,3/13/22,1949486,29111,164689383
Barbados,3/13/22,57023,325,287371
Belarus,3/13/22,941168,6661,9449321
Belgium,3/13/22,3640052,30408,11589616
Belize,3/13/22,57034,652,397621
Benin,3/13/22,26575,163,12123198
Bermuda,3/13/22,11850,124,62273
Bhutan,3/13/22,17620,7,771612
Bolivia,3/13/22,897489,21473,11673029
Bosnia and Herzegovina,3/13/22,373105,15614,3280815
Botswana,3/13/22,263950,2619,2351625
Brazil,3/13/22,29374833,655359,212559409
British Virgin Islands,3/13/22,6091,62,30237
Brunei,3/13/22,112093,166,437483
Bulgaria,3/13/22,1112699,36098,6948445
Burkina Faso,3/13/22,20751,375,20903278
Burundi,3/13/22,38248,38,11890781
Cambodia,3/13/22,134068,3047,16718971
Cameroon,3/13/22,119322,1926,26545864
Canada,3/13/22,3373322,37283,37742157
Cape Verde,3/13/22,55906,401,555988
"Bonaire, Sint Eustatius and Saba",3/13/22,7633,31,26221
Cayman Islands,3/13/22,19811,18,65720
Central African Republic,3/13/22,14320,113,4829764
Chad,3/13/22,7260,190,16425859
Channel Islands,3/13/22,0,0,173859
Chile,3/13/22,3301747,43879,19116209
China,3/13/22,1049725,9482,1471286879
Colombia,3/13/22,6076819,139297,50882884
Comoros,3/13/22,8063,160,869595
Congo (Brazzaville),3/13/22,24049,378,5518092
Congo (Kinshasa),3/13/22,86315,1335,89561404
Cook Islands,3/13/22,247,0,17564
Costa Rica,3/13/22,822935,8160,5094114
Cote d'Ivoire,3/13/22,81597,796,26378275
Croatia,3/13/22,1073386,15336,4105268
Cuba,3/13/22,1076785,8503,11326616
Curacao,3/13/22,39459,265,164100
Cyprus,3/13/22,353002,902,1207361
Czechia,3/13/22,3685973,39155,10708982
Denmark,3/13/22,2950605,5175,5792203
Djibouti,3/13/22,15565,189,988002
Dominica,3/13/22,11502,62,71991
Dominican Republic,3/13/22,576641,4374,10847904
Ecuador,3/13/22,843760,35316,17643060
Egypt,3/13/22,495373,24277,102334403
El Salvador,3/13/22,156364,4100,6486201
Equatorial Guinea,3/13/22,15895,183,1402985
Eritrea,3/13/22,9721,103,3546427
Estonia,3/13/22,531164,2353,1326539
Eswatini,3/13/22,69435,1392,1160164
Ethiopia,3/13/22,469184,7486,114963583
Falkland Islands,3/13/22,118,0,3483
Faroe Islands,3/13/22,34658,28,48865
Fiji,3/13/22,64067,834,896444
Finland,3/13/22,734262,2653,5540718
France,3/13/22,22870593,137025,65273512
French Guiana,3/13/22,77986,394,298682
French Polynesia,3/13/22,70158,643,280904
Gabon,3/13/22,47564,303,2225728
Gambia,3/13/22,11963,365,2416664
Georgia,3/13/22,1635509,16554,3989175
Germany,3/13/22,17141351,125571,83783945
Ghana,3/13/22,160716,1445,31072945
Gibraltar,3/13/22,15938,101,33691
Greece,3/13/22,2635614,26562,10423056
Greenland,3/13/22,11856,20,56772
Grenada,3/13/22,13690,216,112519
Guadeloupe,3/13/22,126256,919,400127
Guam,3/13/22,46331,337,168783
Guatemala,3/13/22,805030,17153,17915567
Guernsey,3/13/22,15630,31,
Guinea,3/13/22,36427,440,13132792
Guinea-Bissau,3/13/22,8068,168,1967998
Guyana,3/13/22,63144,1224,786559
Haiti,3/13/22,30461,827,11402533
Honduras,3/13/22,416729,10834,9904608
Hungary,3/13/22,1814362,44653,9660350
Iceland,3/13/22,158533,79,341250
India,3/13/22,42993494,515877,1380004385
Indonesia,3/13/22,5890495,152166,273523621
Iran,3/13/22,7123093,138949,83992953
Iraq,3/13/22,2312713,25099,40222503
Ireland,3/13/22,1341826,6611,4937796
Isle of Man,3/13/22,24346,81,85032
Israel,3/13/22,3719437,10379,8655541
Italy,3/13/22,13373207,156868,60461828
Jamaica,3/13/22,128379,2845,2961161
Japan,3/13/22,5774827,26171,126476458
Jersey,3/13/22,40460,115,
Jordan,3/13/22,1654677,13882,10203140
Kazakhstan,3/13/22,1392812,18989,18776707
Kenya,3/13/22,323183,5645,53771300
Kiribati,3/13/22,3027,13,119446
Kosovo,3/13/22,226877,3126,1935259
Kuwait,3/13/22,625461,2550,4270563
Kyrgyzstan,3/13/22,200742,2973,6524191
Laos,3/13/22,146328,641,7275556
Latvia,3/13/22,742336,5436,1886202
Lebanon,3/13/22,1084600,10206,6825442
Lesotho,3/13/22,32716,697,2142252
Liberia,3/13/22,7392,294,5057677
Libya,3/13/22,500000,6344,6871287
Liechtenstein,3/13/22,14234,79,38137
Lithuania,3/13/22,1035959,8641,2722291
Luxembourg,3/13/22,191964,1004,625976
Madagascar,3/13/22,63870,1377,27691019
Malawi,3/13/22,85499,2623,19129955
Malaysia,3/13/22,3823571,33807,32365998
Maldives,3/13/22,174658,297,540542
Mali,3/13/22,30420,726,20250834
Malta,3/13/22,72858,614,441539
Marshall Islands,3/13/22,7,0,59194
Martinique,3/13/22,128154,902,375265
Mauritania,3/13/22,58658,981,4649660
Mauritius,3/13/22,181362,934,1271767
Mayotte,3/13/22,36745,187,272813
Mexico,3/13/22,5606827,321103,128932753
Micronesia,3/13/22,1,0,115021
Moldova,3/13/22,507994,11346,4033963
Monaco,3/13/22,9777,52,39244
Mongolia,3/13/22,914536,2177,3278292
Montenegro,3/13/22,231557,2693,628062
Montserrat,3/13/22,166,2,4999
Morocco,3/13/22,1162096,16039,36910558
Mozambique,3/13/22,225179,2198,31255435
Burma,3/13/22,605347,19409,54409794
Namibia,3/13/22,157438,4014,2540916
Nepal,3/13/22,977937,11950,29136808
Netherlands,3/13/22,7168183,21707,17134873
New Caledonia,3/13/22,59299,305,285491
New Zealand,3/13/22,377685,102,4822233
Nicaragua,3/13/22,14108,226,6624554
Niger,3/13/22,8781,308,24206636
Nigeria,3/13/22,254953,3142,206139587
North Korea,3/13/22,0,0,25778815
North Macedonia,3/13/22,301491,9146,2083380
Northern Mariana Islands,3/13/22,10379,30,57557
Norway,3/13/22,1351883,1753,5421242
Oman,3/13/22,386460,4250,5106622
Pakistan,3/13/22,1519154,30309,220892331
Palau,3/13/22,3899,6,18092
West Bank and Gaza,3/13/22,653293,5603,5101416
Panama,3/13/22,759636,8137,4314768
Papua New Guinea,3/13/22,41533,639,8947027
Paraguay,3/13/22,645883,18538,7132530
Peru,3/13/22,3536496,211546,32971846
Philippines,3/13/22,3670739,57610,109581085
Poland,3/13/22,5818687,113443,37846605
Portugal,3/13/22,3540541,21285,10196707
Puerto Rico,3/13/22,476497,4150,2860840
Qatar,3/13/22,359149,676,2881060
Reunion,3/13/22,310181,680,895308
Romania,3/13/22,2791994,64361,19237682
Russia,3/13/22,17084672,353635,145934460
Rwanda,3/13/22,129601,1459,12952209
St. Martin (French part),3/13/22,9912,63,38659
Samoa,3/13/22,48,0,198410
San Marino,3/13/22,14691,112,33938
São Tomé and Príncipe,3/13/22,5939,72,219161
Saudi Arabia,3/13/22,748769,9018,34813867
Senegal,3/13/22,85797,1964,16743930
Serbia,3/13/22,1940516,15587,6802111
Seychelles,3/13/22,39605,163,98340
Sierra Leone,3/13/22,7667,125,7976985
Singapore,3/13/22,939436,1145,5850343
Sint Maarten,3/13/22,9621,85,42882
Slovakia,3/13/22,2278164,18918,5459643
Slovenia,3/13/22,917820,6410,2078932
Solomon Islands,3/13/22,9124,120,686878
Somalia,3/13/22,26400,1359,15893219
South Africa,3/13/22,3694504,99725,59308690
South Korea,3/13/22,6866222,10595,51269183
South Sudan,3/13/22,17061,138,11193729
Spain,3/13/22,11223974,101135,46754783
Sri Lanka,3/13/22,656041,16397,21413250
St. Barthelemy,3/13/22,3780,6,9885
St. Helena,3/13/22,4,0,6071
St. Kitts and Nevis,3/13/22,5540,42,53192
St. Lucia,3/13/22,22847,365,183629
St. Pierre and Miquelon,3/13/22,1316,1,5795
St. Vincent and Grenadines,3/13/22,8323,106,110947
Sudan,3/13/22,61655,4865,43849269
Suriname,3/13/22,78763,1321,586634
Sweden,3/13/22,2466577,17798,10099270
Switzerland,3/13/22,3072758,13266,8654618
Syria,3/13/22,55366,3117,17500657
Tajikistan,3/13/22,17786,125,9537642
Tanzania,3/13/22,33726,800,59734213
Thailand,3/13/22,3206955,23778,69799978
Timor-Leste,3/13/22,22789,129,1318442
Togo,3/13/22,36854,272,8278737
Tonga,3/13/22,1708,2,105697
Trinidad and Tobago,3/13/22,132933,3684,1399491
Tunisia,3/13/22,1029228,28046,11818618
Turkey,3/13/22,14551665,96487,84339067
Turks and Caicos Islands,3/13/22,5874,36,38718
U.S. Virgin Islands,3/13/22,15556,109,104423
Uganda,3/13/22,163529,3594,45741000
Ukraine,3/13/22,5040518,112459,43733759
United Arab Emirates,3/13/22,885407,2302,9890400
United Kingdom,3/13/22,19530485,162738,67886004
United States,3/13/22,78982095,962842,331002647
Uruguay,3/13/22,864376,7095,3473727
Uzbekistan,3/13/22,237238,1637,33469199
Vanuatu,3/13/22,207,1,307150
Holy See,3/13/22,29,0,809
Venezuela,3/13/22,518410,5658,28435943
Vietnam,3/13/22,6112648,41385,97338583
Wallis and Futuna,3/13/22,454,7,11246
Yemen,3/13/22,11784,2139,29825968
Zambia,3/13/22,315202,3960,18383956
Zimbabwe,3/13/22,242515,5414,14862927
Afghanistan,3/14/22,176409,7645,38928341
Albania,3/14/22,272689,3485,2877800
Algeria,3/14/22,265457,6866,43851043
American Samoa,3/14/22,555,0,55197
Andorra,3/14/22,38794,152,77265
Angola,3/14/22,98931,1900,32866268
Anguilla,3/14/22,2595,9,15002
Antarctica,3/14/22,11,0,
Antigua and Barbuda,3/14/22,7466,135,97928
Argentina,3/14/22,8976079,127257,45195777
Armenia,3/14/22,422021,8576,2963234
Aruba,3/14/22,33796,212,106766
Australia,3/14/22,3651709,5615,25499881
Austria,3/14/22,3178040,18328,9006400
Azerbaijan,3/14/22,790820,9618,10139175
Bahamas,3/14/22,33198,773,393248
Bahrain,3/14/22,538794,1463,1701583
Bangladesh,3/14/22,1949725,29112,164689383
Barbados,3/14/22,57102,326,287371
Belarus,3/14/22,942334,6670,9449321
Belgium,3/14/22,3658084,30445,11589616
Belize,3/14/22,57071,652,397621
Benin,3/14/22,26575,163,12123198
Bermuda,3/14/22,11989,125,62273
Bhutan,3/14/22,18652,7,771612
Bolivia,3/14/22,897489,21473,11673029
Bosnia and Herzegovina,3/14/22,373359,15635,3280815
Botswana,3/14/22,263950,2619,2351625
Brazil,3/14/22,29391345,655557,212559409
British Virgin Islands,3/14/22,6104,62,30237
Brunei,3/14/22,114371,170,437483
Bulgaria,3/14/22,1115132,36162,6948445
Burkina Faso,3/14/22,20751,375,20903278
Burundi,3/14/22,38274,38,11890781
Cambodia,3/14/22,134213,3047,16718971
Cameroon,3/14/22,119322,1926,26545864
Canada,3/14/22,3377844,37327,37742157
Cape Verde,3/14/22,55907,401,555988
"Bonaire, Sint Eustatius and Saba",3/14/22,7653,31,26221
Cayman Islands,3/14/22,19811,18,65720
Central African Republic,3/14/22,14320,113,4829764
Chad,3/14/22,7267,190,16425859
Channel Islands,3/14/22,0,0,173859
Chile,3/14/22,3313242,44005,19116209
China,3/14/22,1078936,9768,1471286879
Colombia,3/14/22,6077288,139315,50882884
Comoros,3/14/22,8069,160,869595
Congo (Brazzaville),3/14/22,24049,378,5518092
Congo (Kinshasa),3/14/22,86344,1335,89561404
Cook Islands,3/14/22,338,0,17564
Costa Rica,3/14/22,825158,8186,5094114
Cote d'Ivoire,3/14/22,81598,796,26378275
Croatia,3/14/22,1073527,15354,4105268
Cuba,3/14/22,1077405,8503,11326616
Curacao,3/14/22,39459,265,164100
Cyprus,3/14/22,356784,902,1207361
Czechia,3/14/22,3685973,39155,10708982
Denmark,3/14/22,2958497,5196,5792203
Djibouti,3/14/22,15568,189,988002
Dominica,3/14/22,11529,62,71991
Dominican Republic,3/14/22,576641,4374,10847904
Ecuador,3/14/22,849386,35347,17643060
Egypt,3/14/22,495373,24277,102334403
El Salvador,3/14/22,156364,4101,6486201
Equatorial Guinea,3/14/22,15898,183,1402985
Eritrea,3/14/22,9722,103,3546427
Estonia,3/14/22,532089,2359,1326539
Eswatini,3/14/22,69459,1392,1160164
Ethiopia,3/14/22,469222,7486,114963583
Falkland Islands,3/14/22,118,0,3483
Faroe Islands,3/14/22,34658,28,48865
Fiji,3/14/22,64081,834,896444
Finland,3/14/22,761110,2717,5540718
France,3/14/22,22889446,137210,65273512
French Guiana,3/14/22,78075,394,298682
French Polynesia,3/14/22,70436,645,280904
Gabon,3/14/22,47570,303,2225728
Gambia,3/14/22,11973,365,2416664
Georgia,3/14/22,1635975,16569,3989175
Germany,3/14/22,17233729,125590,83783945
Ghana,3/14/22,160716,1445,31072945
Gibraltar,3/14/22,16053,101,33691
Greece,3/14/22,2658296,26635,10423056
Greenland,3/14/22,11879,20,56772
Grenada,3/14/22,13690,216,112519
Guadeloupe,3/14/22,126256,919,400127
Guam,3/14/22,46411,338,168783
Guatemala,3/14/22,805393,17159,17915567
Guernsey,3/14/22,15630,31,
Guinea,3/14/22,36435,440,13132792
Guinea-Bissau,3/14/22,8068,168,1967998
Guyana,3/14/22,63147,1225,786559
Haiti,3/14/22,30461,827,11402533
Honduras,3/14/22,416729,10834,9904608
Hungary,3/14/22,1814362,44653,9660350
Iceland,3/14/22,162938,81,341250
India,3/14/22,42996062,515974,1380004385
Indonesia,3/14/22,5900124,152437,273523621
Iran,3/14/22,7126906,139063,83992953
Iraq,3/14/22,2313370,25105,40222503
Ireland,3/14/22,1353733,6624,4937796
Isle of Man,3/14/22,24913,81,85032
Israel,3/14/22,3725407,10392,8655541
Italy,3/14/22,13402905,156997,60461828
Jamaica,3/14/22,128400,2850,2961161
Japan,3/14/22,5807186,26287,126476458
Jersey,3/14/22,40807,116,
Jordan,3/14/22,1680179,13959,10203140
Kazakhstan,3/14/22,1392982,18995,18776707
Kenya,3/14/22,323195,5646,53771300
Kiribati,3/14/22,3033,13,119446
Kosovo,3/14/22,226895,3126,1935259
Kuwait,3/14/22,626114,2552,4270563
Kyrgyzstan,3/14/22,200758,2974,6524191
Laos,3/14/22,146687,641,7275556
Latvia,3/14/22,744433,5444,1886202
Lebanon,3/14/22,1085232,10211,6825442
Lesotho,3/14/22,32775,697,2142252
Liberia,3/14/22,7397,294,5057677
Libya,3/14/22,500304,6350,6871287
Liechtenstein,3/14/22,14235,79,38137
Lithuania,3/14/22,1038588,8654,2722291
Luxembourg,3/14/22,193939,1006,625976
Madagascar,3/14/22,63870,1377,27691019
Malawi,3/14/22,85499,2623,19129955
Malaysia,3/14/22,3845601,33899,32365998
Maldives,3/14/22,174658,297,540542
Mali,3/14/22,30423,726,20250834
Malta,3/14/22,73001,615,441539
Marshall Islands,3/14/22,7,0,59194
Martinique,3/14/22,131370,904,375265
Mauritania,3/14/22,58659,981,4649660
Mauritius,3/14/22,181362,934,1271767
Mayotte,3/14/22,36745,187,272813
Mexico,3/14/22,5607845,321115,128932753
Micronesia,3/14/22,1,0,115021
Moldova,3/14/22,508235,11350,4033963
Monaco,3/14/22,9827,52,39244
Mongolia,3/14/22,915811,2177,3278292
Montenegro,3/14/22,231613,2693,628062
Montserrat,3/14/22,166,2,4999
Morocco,3/14/22,1162125,16043,36910558
Mozambique,3/14/22,225179,2198,31255435
Burma,3/14/22,606227,19411,54409794
Namibia,3/14/22,157438,4014,2540916
Nepal,3/14/22,977987,11950,29136808
Netherlands,3/14/22,7214075,21713,17134873
New Caledonia,3/14/22,59489,305,285491
New Zealand,3/14/22,399342,102,4822233
Nicaragua,3/14/22,14108,226,6624554
Niger,3/14/22,8781,308,24206636
Nigeria,3/14/22,254989,3142,206139587
North Korea,3/14/22,0,0,25778815
North Macedonia,3/14/22,301583,9150,2083380
Northern Mariana Islands,3/14/22,10472,31,57557
Norway,3/14/22,1357280,1753,5421242
Oman,3/14/22,386646,4250,5106622
Pakistan,3/14/22,1519627,30313,220892331
Palau,3/14/22,3922,6,18092
West Bank and Gaza,3/14/22,653854,5616,5101416
Panama,3/14/22,759782,8140,4314768
Papua New Guinea,3/14/22,41533,639,8947027
Paraguay,3/14/22,646054,18548,7132530
Peru,3/14/22,3536842,211579,32971846
Philippines,3/14/22,3671293,57625,109581085
Poland,3/14/22,5823982,113444,37846605
Portugal,3/14/22,3549564,21342,10196707
Puerto Rico,3/14/22,476536,4150,2860840
Qatar,3/14/22,359259,677,2881060
Reunion,3/14/22,310181,680,895308
Romania,3/14/22,2794081,64381,19237682
Russia,3/14/22,17124792,354157,145934460
Rwanda,3/14/22,129602,1459,12952209
St. Martin (French part),3/14/22,9912,63,38659
Samoa,3/14/22,48,0,198410
San Marino,3/14/22,14726,112,33938
São Tomé and Príncipe,3/14/22,5936,72,219161
Saudi Arabia,3/14/22,748915,9020,34813867
Senegal,3/14/22,85806,1964,16743930
Serbia,3/14/22,1942727,15604,6802111
Seychelles,3/14/22,39653,163,98340
Sierra Leone,3/14/22,7668,125,7976985
Singapore,3/14/22,948478,1153,5850343
Sint Maarten,3/14/22,9629,85,42882
Slovakia,3/14/22,2282747,18950,5459643
Slovenia,3/14/22,918762,6415,2078932
Solomon Islands,3/14/22,9124,120,686878
Somalia,3/14/22,26410,1361,15893219
South Africa,3/14/22,3695175,99725,59308690
South Korea,3/14/22,7228550,10888,51269183
South Sudan,3/14/22,17064,138,11193729
Spain,3/14/22,11223974,101135,46754783
Sri Lanka,3/14/22,656386,16407,21413250
St. Barthelemy,3/14/22,3780,6,9885
St. Helena,3/14/22,4,0,6071
St. Kitts and Nevis,3/14/22,5541,42,53192
St. Lucia,3/14/22,22853,365,183629
St. Pierre and Miquelon,3/14/22,1316,1,5795
St. Vincent and Grenadines,3/14/22,8323,106,110947
Sudan,3/14/22,61713,4872,43849269
Suriname,3/14/22,78793,1321,586634
Sweden,3/14/22,2466577,17798,10099270
Switzerland,3/14/22,3141904,13286,8654618
Syria,3/14/22,55399,3117,17500657
Tajikistan,3/14/22,17786,125,9537642
Tanzania,3/14/22,33726,800,59734213
Thailand,3/14/22,3226697,23848,69799978
Timor-Leste,3/14/22,22789,129,1318442
Togo,3/14/22,36860,272,8278737
Tonga,3/14/22,1875,2,105697
Trinidad and Tobago,3/14/22,133151,3686,1399491
Tunisia,3/14/22,1029596,28062,11818618
Turkey,3/14/22,14576069,96620,84339067
Turks and Caicos Islands,3/14/22,5874,36,38718
U.S. Virgin Islands,3/14/22,15567,109,104423
Uganda,3/14/22,163541,3594,45741000
Ukraine,3/14/22,5040518,112459,43733759
United Arab Emirates,3/14/22,885703,2302,9890400
United Kingdom,3/14/22,19700952,162873,67886004
United States,3/14/22,79017141,964039,331002647
Uruguay,3/14/22,865644,7103,3473727
Uzbekistan,3/14/22,237260,1637,33469199
Vanuatu,3/14/22,259,1,307150
Holy See,3/14/22,29,0,809
Venezuela,3/14/22,518410,5658,28435943
Vietnam,3/14/22,6377438,41477,97338583
Wallis and Futuna,3/14/22,454,7,11246
Yemen,3/14/22,11793,2139,29825968
Zambia,3/14/22,315202,3960,18383956
Zimbabwe,3/14/22,242909,5416,14862927
Afghanistan,3/15/22,176571,7646,38928341
Albania,3/15/22,272711,3486,2877800
Algeria,3/15/22,265478,6868,43851043
American Samoa,3/15/22,588,0,55197
Andorra,3/15/22,38794,152,77265
Angola,3/15/22,98956,1900,32866268
Anguilla,3/15/22,2595,9,15002
Antarctica,3/15/22,11,0,
Antigua and Barbuda,3/15/22,7470,135,97928
Argentina,3/15/22,8981155,127295,45195777
Armenia,3/15/22,422076,8579,2963234
Aruba,3/15/22,33796,212,106766
Australia,3/15/22,3706018,5638,25499881
Austria,3/15/22,3212569,18355,9006400
Azerbaijan,3/15/22,790962,9627,10139175
Bahamas,3/15/22,33198,773,393248
Bahrain,3/15/22,539988,1464,1701583
Bangladesh,3/15/22,1949942,29112,164689383
Barbados,3/15/22,57230,326,287371
Belarus,3/15/22,943027,6681,9449321
Belgium,3/15/22,3658084,30445,11589616
Belize,3/15/22,57096,652,397621
Benin,3/15/22,26575,163,12123198
Bermuda,3/15/22,11989,125,62273
Bhutan,3/15/22,19435,7,771612
Bolivia,3/15/22,897970,21475,11673029
Bosnia and Herzegovina,3/15/22,373506,15641,3280815
Botswana,3/15/22,263950,2619,2351625
Brazil,3/15/22,29441039,655878,212559409
British Virgin Islands,3/15/22,6104,62,30237
Brunei,3/15/22,116924,171,437483
Bulgaria,3/15/22,1117525,36196,6948445
Burkina Faso,3/15/22,20751,375,20903278
Burundi,3/15/22,38279,38,11890781
Cambodia,3/15/22,134352,3048,16718971
Cameroon,3/15/22,119322,1926,26545864
Canada,3/15/22,3386875,37040,37742157
Cape Verde,3/15/22,55911,401,555988
"Bonaire, Sint Eustatius and Saba",3/15/22,7739,31,26221
Cayman Islands,3/15/22,20073,22,65720
Central African Republic,3/15/22,14649,113,4829764
Chad,3/15/22,7269,190,16425859
Channel Islands,3/15/22,0,0,173859
Chile,3/15/22,3323324,44039,19116209
China,3/15/22,1111802,10057,1471286879
Colombia,3/15/22,6077861,139335,50882884
Comoros,3/15/22,8069,160,869595
Congo (Brazzaville),3/15/22,24049,378,5518092
Congo (Kinshasa),3/15/22,86375,1335,89561404
Cook Islands,3/15/22,379,0,17564
Costa Rica,3/15/22,826251,8192,5094114
Cote d'Ivoire,3/15/22,81616,796,26378275
Croatia,3/15/22,1074706,15373,4105268
Cuba,3/15/22,1077966,8503,11326616
Curacao,3/15/22,39459,265,164100
Cyprus,3/15/22,360078,904,1207361
Czechia,3/15/22,3696837,39216,10708982
Denmark,3/15/22,2968444,5232,5792203
Djibouti,3/15/22,15568,189,988002
Dominica,3/15/22,11529,62,71991
Dominican Republic,3/15/22,576788,4374,10847904
Ecuador,3/15/22,849699,35348,17643060
Egypt,3/15/22,495373,24277,102334403
El Salvador,3/15/22,156364,4102,6486201
Equatorial Guinea,3/15/22,15898,183,1402985
Eritrea,3/15/22,9722,103,3546427
Estonia,3/15/22,534788,2367,1326539
Eswatini,3/15/22,69478,1392,1160164
Ethiopia,3/15/22,469291,7486,114963583
Falkland Islands,3/15/22,118,0,3483
Faroe Islands,3/15/22,34658,28,48865
Fiji,3/15/22,64081,834,896444
Finland,3/15/22,767220,2719,5540718
France,3/15/22,22995380,137342,65273512
French Guiana,3/15/22,78148,394,298682
French Polynesia,3/15/22,70826,645,280904
Gabon,3/15/22,47570,303,2225728
